CASE_KEY,ACTIVITY,EVENTTIME,SORTING,RESOURCE
119,CalculateClaim,2024-10-23 15:11:50,8,Sachbearbeiter3
119,Write Notification,2024-11-07 13:18:37,9,Sachbearbeiter3
119,SendNotification,2024-11-20 11:08:51,10,Sachbearbeiter3
120,GenerateConfirmationMail,2024-09-15 04:29:56,1,System_240
120,SendConfirmationMail,2024-09-15 04:29:58,2,System_241
120,ReviewDocuments,2024-09-16 08:44:11,3,Sachbearbeiter2
120,RequestResubmission,2024-09-17 09:48:50,4,Sachbearbeiter1
120,ReceiveResubmission,2024-09-17 09:56:20,5,System_2173
120,ReviewDocuments,2024-09-23 09:13:10,6,Sachbearbeiter1
120,StoreApplication,2024-10-03 15:57:21,7,Sachbearbeiter2
120,AssessApplication,2024-10-16 08:22:53,8,Sachbearbeiter3
120,WriteRejection,2024-10-29 14:27:16,9,Sachbearbeiter3
120,SendRejection,2024-11-13 11:39:32,10,Sachbearbeiter1
121,GenerateConfirmationMail,2024-09-15 04:33:14,1,System_242
121,SendConfirmationMail,2024-09-15 04:33:16,2,System_243
121,ReviewDocuments,2024-09-16 08:45:54,3,Sachbearbeiter1
121,StoreApplication,2024-09-17 09:52:01,4,Sachbearbeiter2
121,AssessApplication,2024-09-18 15:32:24,5,Sachbearbeiter1
121,CalculateClaim,2024-09-24 10:11:36,6,Sachbearbeiter3
121,Write Notification,2024-10-07 13:41:27,7,Sachbearbeiter2
121,SendNotification,2024-10-17 15:30:18,8,Sachbearbeiter1
122,SendMailToParents,2024-09-15 04:37:48,1,System_244
122,ReceiveParentsData,2024-09-15 04:37:51,2,System_245
122,GenerateConfirmationMail,2024-10-01 17:10:47,3,System_7324
122,SendConfirmationMail,2024-10-01 17:10:49,4,System_7325
122,ReviewDocuments,2024-10-14 15:13:49,5,Sachbearbeiter2
122,StoreApplication,2024-10-25 15:18:52,6,Sachbearbeiter2
122,AssessApplication,2024-11-11 10:38:07,7,Sachbearbeiter3
122,CalculateClaim,2024-11-21 12:57:43,8,Sachbearbeiter1
122,Write Notification,2024-11-29 14:48:13,9,Sachbearbeiter2
122,SendNotification,2024-12-06 10:00:31,10,Sachbearbeiter1
123,SendMailToParents,2024-09-15 04:38:42,1,System_246
123,ReceiveParentsData,2024-09-15 04:38:45,2,System_247
123,GenerateConfirmationMail,2024-09-29 01:01:37,3,System_7166
123,SendConfirmationMail,2024-09-29 01:01:39,4,System_7167
123,ReviewDocuments,2024-10-11 08:40:45,5,Sachbearbeiter2
123,RequestResubmission,2024-10-23 10:29:55,6,Sachbearbeiter3
123,ReceiveResubmission,2024-10-23 10:35:54,7,System_8039
123,ReviewDocuments,2024-11-07 14:41:00,8,Sachbearbeiter2
123,StoreApplication,2024-11-20 11:46:59,9,Sachbearbeiter1
123,AssessApplication,2024-11-28 15:18:48,10,Sachbearbeiter2
123,CalculateClaim,2024-12-05 13:14:47,11,Sachbearbeiter2
123,Write Notification,2024-12-10 11:52:25,12,Sachbearbeiter1
123,SendNotification,2024-12-12 11:47:26,13,Sachbearbeiter2
124,SendMailToParents,2024-09-15 04:39:56,1,System_248
124,ReceiveParentsData,2024-09-15 04:40:00,2,System_249
124,GenerateConfirmationMail,2024-09-15 21:31:24,3,System_1016
124,SendConfirmationMail,2024-09-15 21:31:27,4,System_1017
124,ReviewDocuments,2024-09-16 14:32:35,5,Sachbearbeiter3
124,RequestResubmission,2024-09-17 14:35:47,6,Sachbearbeiter3
124,ReceiveResubmission,2024-09-17 14:40:18,7,System_2494
124,ReviewDocuments,2024-09-23 08:46:23,8,Sachbearbeiter3
124,StoreApplication,2024-10-03 15:16:18,9,Sachbearbeiter3
124,AssessApplication,2024-10-16 07:40:46,10,Sachbearbeiter2
124,CalculateClaim,2024-10-29 13:54:04,11,Sachbearbeiter3
124,Write Notification,2024-11-13 11:22:05,12,Sachbearbeiter3
124,SendNotification,2024-11-22 14:54:12,13,Sachbearbeiter3
125,SendMailToParents,2024-09-15 04:43:07,1,System_250
125,ReceiveParentsData,2024-09-15 04:43:12,2,System_251
125,GenerateConfirmationMail,2024-09-20 21:12:12,3,System_5742
125,SendConfirmationMail,2024-09-20 21:12:14,4,System_5743
125,ReviewDocuments,2024-10-01 09:40:08,5,Sachbearbeiter2
125,RequestResubmission,2024-10-14 12:54:40,6,Sachbearbeiter2
125,ReceiveResubmission,2024-10-14 13:00:32,7,System_7729
125,ReviewDocuments,2024-10-29 12:02:20,8,Sachbearbeiter2
125,StoreApplication,2024-11-13 10:40:11,9,Sachbearbeiter1
125,AssessApplication,2024-11-22 13:44:33,10,Sachbearbeiter1
125,CalculateClaim,2024-12-02 13:27:33,11,Sachbearbeiter2
125,Write Notification,2024-12-06 15:30:42,12,Sachbearbeiter3
125,SendNotification,2024-12-11 10:12:10,13,Sachbearbeiter2
126,SendMailToParents,2024-09-15 04:45:01,1,System_252
126,ReceiveParentsData,2024-09-15 04:45:05,2,System_253
126,GenerateConfirmationMail,2024-09-18 06:47:38,3,System_3151
126,SendConfirmationMail,2024-09-18 06:47:41,4,System_3152
126,ReviewDocuments,2024-09-20 15:47:19,5,Sachbearbeiter2
126,RequestResubmission,2024-10-01 07:34:57,6,Sachbearbeiter1
126,ReceiveResubmission,2024-10-01 07:40:36,7,System_7321
126,ReviewDocuments,2024-10-16 13:37:18,8,Sachbearbeiter2
126,StoreApplication,2024-10-30 09:43:47,9,Sachbearbeiter2
126,AssessApplication,2024-11-13 14:41:30,10,Sachbearbeiter2
126,CalculateClaim,2024-11-25 08:48:56,11,Sachbearbeiter1
126,Write Notification,2024-12-03 09:07:18,12,Sachbearbeiter2
126,SendNotification,2024-12-09 09:09:08,13,Sachbearbeiter2
127,SendMailToParents,2024-09-15 04:46:26,1,System_254
127,ReceiveParentsData,2024-09-15 04:46:29,2,System_255
127,GenerateConfirmationMail,2024-09-15 10:52:22,3,System_500
127,SendConfirmationMail,2024-09-15 10:52:24,4,System_501
127,ReviewDocuments,2024-09-16 10:27:47,5,Sachbearbeiter2
127,StoreApplication,2024-09-17 11:26:04,6,Sachbearbeiter2
127,AssessApplication,2024-09-19 09:09:46,7,Sachbearbeiter3
127,CalculateClaim,2024-09-25 13:51:53,8,Sachbearbeiter2
127,Write Notification,2024-10-08 15:41:52,9,Sachbearbeiter1
127,SendNotification,2024-10-21 08:49:01,10,Sachbearbeiter3
128,SendMailToParents,2024-09-15 04:51:29,1,System_256
128,ReceiveParentsData,2024-09-15 04:51:32,2,System_257
128,GenerateConfirmationMail,2024-09-17 09:32:36,3,System_2143
128,SendConfirmationMail,2024-09-17 09:32:37,4,System_2144
128,ReviewDocuments,2024-09-18 15:10:43,5,Sachbearbeiter2
128,StoreApplication,2024-09-24 09:33:19,6,Sachbearbeiter2
128,AssessApplication,2024-10-07 12:48:55,7,Sachbearbeiter1
128,CalculateClaim,2024-10-17 14:37:37,8,Sachbearbeiter3
128,Write Notification,2024-10-31 11:22:11,9,Sachbearbeiter1
128,SendNotification,2024-11-14 14:25:28,10,Sachbearbeiter1
129,SendMailToParents,2024-09-15 04:53:06,1,System_258
129,ReceiveParentsData,2024-09-15 04:53:10,2,System_259
129,GenerateConfirmationMail,2024-09-16 12:06:06,3,System_1412
129,SendConfirmationMail,2024-09-16 12:06:07,4,System_1413
129,ReviewDocuments,2024-09-17 12:35:17,5,Sachbearbeiter3
129,RequestResubmission,2024-09-19 11:31:14,6,Sachbearbeiter2
129,ReceiveResubmission,2024-09-19 11:36:29,7,System_4499
129,ReviewDocuments,2024-10-10 10:00:10,8,Sachbearbeiter3
129,StoreApplication,2024-10-22 10:25:56,9,Sachbearbeiter2
129,AssessApplication,2024-11-05 14:30:41,10,Sachbearbeiter2
129,CalculateClaim,2024-11-19 08:13:50,11,Sachbearbeiter1
129,Write Notification,2024-11-27 15:14:23,12,Sachbearbeiter3
129,SendNotification,2024-12-05 08:01:57,13,Sachbearbeiter3
130,SendMailToParents,2024-09-15 04:59:05,1,System_260
130,ReceiveParentsData,2024-09-15 04:59:07,2,System_261
130,GenerateConfirmationMail,2024-09-17 00:23:31,3,System_1998
130,SendConfirmationMail,2024-09-17 00:23:32,4,System_1999
130,ReviewDocuments,2024-09-18 11:01:10,5,Sachbearbeiter2
130,StoreApplication,2024-09-23 12:10:39,6,Sachbearbeiter2
130,AssessApplication,2024-10-04 10:10:16,7,Sachbearbeiter2
130,CalculateClaim,2024-10-16 13:20:03,8,Sachbearbeiter3
130,Write Notification,2024-10-30 09:38:44,9,Sachbearbeiter2
130,SendNotification,2024-11-13 14:38:42,10,Sachbearbeiter3
131,SendMailToParents,2024-09-15 05:03:31,1,System_262
131,ReceiveParentsData,2024-09-15 05:03:36,2,System_263
131,GenerateConfirmationMail,2024-09-21 06:32:11,3,System_5886
131,SendConfirmationMail,2024-09-21 06:32:13,4,System_5887
131,ReviewDocuments,2024-10-01 13:52:16,5,Sachbearbeiter2
131,StoreApplication,2024-10-14 14:34:21,6,Sachbearbeiter3
131,AssessApplication,2024-10-25 13:49:53,7,Sachbearbeiter2
131,WriteRejection,2024-11-11 09:05:02,8,Sachbearbeiter3
131,SendRejection,2024-11-21 12:22:10,9,Sachbearbeiter1
132,SendMailToParents,2024-09-15 05:04:20,1,System_264
132,ReceiveParentsData,2024-09-15 05:04:25,2,System_265
132,GenerateConfirmationMail,2024-09-19 02:55:20,3,System_4183
132,SendConfirmationMail,2024-09-19 02:55:22,4,System_4184
132,ReviewDocuments,2024-09-25 09:10:57,5,Sachbearbeiter2
132,StoreApplication,2024-10-08 12:12:27,6,Sachbearbeiter1
132,AssessApplication,2024-10-18 13:16:49,7,Sachbearbeiter2
132,CalculateClaim,2024-11-01 13:16:03,8,Sachbearbeiter2
132,Write Notification,2024-11-15 12:39:44,9,Sachbearbeiter1
132,SendNotification,2024-11-26 11:43:42,10,Sachbearbeiter3
133,SendMailToParents,2024-09-15 05:04:50,1,System_266
133,ReceiveParentsData,2024-09-15 05:04:53,2,System_267
133,GenerateConfirmationMail,2024-09-22 04:36:33,3,System_6166
133,SendConfirmationMail,2024-09-22 04:36:34,4,System_6167
133,ReviewDocuments,2024-10-02 13:33:31,5,Sachbearbeiter2
133,StoreApplication,2024-10-15 10:09:17,6,Sachbearbeiter2
133,AssessApplication,2024-10-28 12:30:06,7,Sachbearbeiter1
133,CalculateClaim,2024-11-12 09:51:27,8,Sachbearbeiter2
133,Write Notification,2024-11-22 09:17:02,9,Sachbearbeiter1
133,SendNotification,2024-12-02 11:23:45,10,Sachbearbeiter1
134,SendMailToParents,2024-09-15 05:05:05,1,System_268
134,ReceiveParentsData,2024-09-15 05:05:07,2,System_269
134,GenerateConfirmationMail,2024-09-15 12:32:49,3,System_578
134,SendConfirmationMail,2024-09-15 12:32:52,4,System_579
134,ReviewDocuments,2024-09-16 11:03:23,5,Sachbearbeiter1
134,StoreApplication,2024-09-17 11:59:24,6,Sachbearbeiter1
134,AssessApplication,2024-09-19 10:08:06,7,Sachbearbeiter3
134,WriteRejection,2024-09-26 07:34:22,8,Sachbearbeiter3
134,SendRejection,2024-10-09 10:17:40,9,Sachbearbeiter3
135,SendMailToParents,2024-09-15 05:07:09,1,System_270
135,ReceiveParentsData,2024-09-15 05:07:12,2,System_271
135,GenerateConfirmationMail,2024-09-15 22:19:25,3,System_1054
135,SendConfirmationMail,2024-09-15 22:19:27,4,System_1055
135,ReviewDocuments,2024-09-16 14:47:13,5,Sachbearbeiter1
135,RequestResubmission,2024-09-17 14:47:48,6,Sachbearbeiter2
135,ReceiveResubmission,2024-09-17 14:53:07,7,System_2502
135,ReviewDocuments,2024-09-26 14:30:18,8,Sachbearbeiter1
135,RequestResubmission,2024-10-10 08:03:21,9,Sachbearbeiter3
135,ReceiveResubmission,2024-10-10 08:08:15,10,System_7574
135,ReviewDocuments,2024-10-28 08:18:32,11,Sachbearbeiter3
135,StoreApplication,2024-11-11 14:03:43,12,Sachbearbeiter2
135,AssessApplication,2024-11-21 14:55:49,13,Sachbearbeiter3
135,CalculateClaim,2024-12-02 08:46:22,14,Sachbearbeiter1
135,Write Notification,2024-12-06 13:29:58,15,Sachbearbeiter2
135,SendNotification,2024-12-11 08:48:16,16,Sachbearbeiter2
136,SendMailToParents,2024-09-15 05:09:20,1,System_272
136,ReceiveParentsData,2024-09-15 05:09:24,2,System_273
136,GenerateConfirmationMail,2024-09-16 07:20:21,3,System_1178
136,SendConfirmationMail,2024-09-16 07:20:24,4,System_1179
136,ReviewDocuments,2024-09-17 08:24:26,5,Sachbearbeiter3
136,StoreApplication,2024-09-18 13:51:51,6,Sachbearbeiter1
136,AssessApplication,2024-09-23 15:30:44,7,Sachbearbeiter1
136,CalculateClaim,2024-10-04 14:18:19,8,Sachbearbeiter1
136,Write Notification,2024-10-17 09:13:54,9,Sachbearbeiter3
136,SendNotification,2024-10-30 14:41:05,10,Sachbearbeiter2
137,SendMailToParents,2024-09-15 05:16:03,1,System_274
137,ReceiveParentsData,2024-09-15 05:16:07,2,System_275
137,GenerateConfirmationMail,2024-09-19 10:33:44,3,System_4433
137,SendConfirmationMail,2024-09-19 10:33:46,4,System_4434
137,ReviewDocuments,2024-09-26 07:54:16,5,Sachbearbeiter2
137,StoreApplication,2024-10-09 10:39:25,6,Sachbearbeiter2
137,AssessApplication,2024-10-21 12:28:30,7,Sachbearbeiter3
137,CalculateClaim,2024-11-05 08:23:46,8,Sachbearbeiter1
137,Write Notification,2024-11-18 12:41:35,9,Sachbearbeiter3
137,SendNotification,2024-11-27 11:57:43,10,Sachbearbeiter2
138,GenerateConfirmationMail,2024-09-15 05:16:30,1,System_276
138,SendConfirmationMail,2024-09-15 05:16:32,2,System_277
138,ReviewDocuments,2024-09-16 08:50:43,3,Sachbearbeiter3
138,RequestResubmission,2024-09-17 09:54:26,4,Sachbearbeiter3
138,ReceiveResubmission,2024-09-17 10:00:13,5,System_2178
138,ReviewDocuments,2024-09-24 15:05:45,6,Sachbearbeiter2
138,RequestResubmission,2024-10-08 08:01:29,7,Sachbearbeiter1
138,ReceiveResubmission,2024-10-08 08:06:45,8,System_7493
138,ReviewDocuments,2024-10-22 07:46:54,9,Sachbearbeiter3
138,StoreApplication,2024-11-05 12:20:22,10,Sachbearbeiter1
138,AssessApplication,2024-11-18 14:33:01,11,Sachbearbeiter2
138,WriteRejection,2024-11-27 13:36:10,12,Sachbearbeiter3
138,SendRejection,2024-12-04 15:49:26,13,Sachbearbeiter3
139,SendMailToParents,2024-09-15 05:22:45,1,System_278
139,ReceiveParentsData,2024-09-15 05:22:48,2,System_279
139,GenerateConfirmationMail,2024-09-15 16:03:36,3,System_736
139,SendConfirmationMail,2024-09-15 16:03:38,4,System_737
139,ReviewDocuments,2024-09-16 12:20:49,5,Sachbearbeiter2
139,RequestResubmission,2024-09-17 12:58:41,6,Sachbearbeiter3
139,ReceiveResubmission,2024-09-17 13:02:55,7,System_2384
139,ReviewDocuments,2024-10-03 07:48:57,8,Sachbearbeiter1
139,RequestResubmission,2024-10-15 12:08:15,9,Sachbearbeiter1
139,ReceiveResubmission,2024-10-15 12:14:48,10,System_7850
139,ReviewDocuments,2024-10-29 14:33:03,11,Sachbearbeiter3
139,StoreApplication,2024-11-13 11:55:42,12,Sachbearbeiter3
139,AssessApplication,2024-11-22 15:20:55,13,Sachbearbeiter3
139,WriteRejection,2024-12-02 15:04:55,14,Sachbearbeiter3
139,SendRejection,2024-12-09 07:34:34,15,Sachbearbeiter3
140,SendMailToParents,2024-09-15 05:29:20,1,System_280
140,ReceiveParentsData,2024-09-15 05:29:25,2,System_281
140,GenerateConfirmationMail,2024-09-16 03:57:14,3,System_1170
140,SendConfirmationMail,2024-09-16 03:57:16,4,System_1171
140,ReviewDocuments,2024-09-17 08:11:00,5,Sachbearbeiter1
140,RequestResubmission,2024-09-18 13:42:44,6,Sachbearbeiter2
140,ReceiveResubmission,2024-09-18 13:50:01,7,System_3534
140,ReviewDocuments,2024-10-01 07:36:02,8,Sachbearbeiter2
140,StoreApplication,2024-10-14 12:04:27,9,Sachbearbeiter3
140,AssessApplication,2024-10-25 09:45:29,10,Sachbearbeiter3
140,CalculateClaim,2024-11-08 12:27:28,11,Sachbearbeiter3
140,Write Notification,2024-11-21 08:53:34,12,Sachbearbeiter3
140,SendNotification,2024-11-29 12:45:23,13,Sachbearbeiter1
141,SendMailToParents,2024-09-15 05:30:05,1,System_282
141,ReceiveParentsData,2024-09-15 05:30:08,2,System_283
141,GenerateConfirmationMail,2024-09-15 14:35:56,3,System_662
141,SendConfirmationMail,2024-09-15 14:35:58,4,System_663
141,ReviewDocuments,2024-09-16 11:40:52,5,Sachbearbeiter3
141,StoreApplication,2024-09-17 12:28:21,6,Sachbearbeiter2
141,AssessApplication,2024-09-19 11:16:08,7,Sachbearbeiter3
141,CalculateClaim,2024-09-26 08:55:08,8,Sachbearbeiter1
141,Write Notification,2024-10-09 11:35:12,9,Sachbearbeiter3
141,SendNotification,2024-10-21 13:17:53,10,Sachbearbeiter1
142,GenerateConfirmationMail,2024-09-15 05:30:55,1,System_284
142,SendConfirmationMail,2024-09-15 05:30:57,2,System_285
142,ReviewDocuments,2024-09-16 08:54:09,3,Sachbearbeiter2
142,RequestResubmission,2024-09-17 10:00:13,4,Sachbearbeiter3
142,ReceiveResubmission,2024-09-17 10:05:15,5,System_2183
142,ReviewDocuments,2024-09-19 13:16:56,6,Sachbearbeiter1
142,StoreApplication,2024-09-26 12:32:16,7,Sachbearbeiter3
142,AssessApplication,2024-10-09 14:21:59,8,Sachbearbeiter2
142,CalculateClaim,2024-10-21 15:26:18,9,Sachbearbeiter1
142,Write Notification,2024-11-05 10:43:24,10,Sachbearbeiter3
142,SendNotification,2024-11-18 13:55:02,11,Sachbearbeiter3
143,SendMailToParents,2024-09-15 05:31:45,1,System_286
143,ReceiveParentsData,2024-09-15 05:31:49,2,System_287
143,GenerateConfirmationMail,2024-09-17 23:48:36,3,System_3035
143,SendConfirmationMail,2024-09-17 23:48:37,4,System_3036
143,ReviewDocuments,2024-09-20 12:25:21,5,Sachbearbeiter2
143,StoreApplication,2024-09-30 13:38:24,6,Sachbearbeiter2
143,AssessApplication,2024-10-14 08:00:23,7,Sachbearbeiter2
143,CalculateClaim,2024-10-24 14:42:12,8,Sachbearbeiter2
143,Write Notification,2024-11-08 09:36:30,9,Sachbearbeiter3
143,SendNotification,2024-11-20 15:58:31,10,Sachbearbeiter3
144,SendMailToParents,2024-09-15 05:35:42,1,System_288
144,ReceiveParentsData,2024-09-15 05:35:46,2,System_289
144,GenerateConfirmationMail,2024-09-23 05:46:10,3,System_6448
144,SendConfirmationMail,2024-09-23 05:46:12,4,System_6449
144,ReviewDocuments,2024-10-03 12:56:41,5,Sachbearbeiter2
144,StoreApplication,2024-10-15 14:12:47,6,Sachbearbeiter1
144,AssessApplication,2024-10-29 09:47:51,7,Sachbearbeiter2
144,CalculateClaim,2024-11-13 08:52:39,8,Sachbearbeiter3
144,Write Notification,2024-11-22 12:58:05,9,Sachbearbeiter3
144,SendNotification,2024-12-02 13:09:58,10,Sachbearbeiter3
145,GenerateConfirmationMail,2024-09-15 05:43:31,1,System_292
145,SendConfirmationMail,2024-09-15 05:43:33,2,System_293
145,ReviewDocuments,2024-09-16 09:00:55,3,Sachbearbeiter3
145,StoreApplication,2024-09-17 10:08:03,4,Sachbearbeiter3
145,AssessApplication,2024-09-18 15:51:34,5,Sachbearbeiter3
145,CalculateClaim,2024-09-25 11:23:01,6,Sachbearbeiter3
145,Write Notification,2024-10-08 13:28:11,7,Sachbearbeiter2
145,SendNotification,2024-10-18 14:57:10,8,Sachbearbeiter1
146,GenerateConfirmationMail,2024-09-15 05:45:43,1,System_294
146,SendConfirmationMail,2024-09-15 05:45:45,2,System_295
146,ReviewDocuments,2024-09-16 09:02:48,3,Sachbearbeiter2
146,StoreApplication,2024-09-17 10:09:57,4,Sachbearbeiter1
146,AssessApplication,2024-09-18 15:54:28,5,Sachbearbeiter1
146,CalculateClaim,2024-09-24 10:35:09,6,Sachbearbeiter1
146,Write Notification,2024-10-07 13:53:53,7,Sachbearbeiter2
146,SendNotification,2024-10-17 15:38:40,8,Sachbearbeiter2
147,SendMailToParents,2024-09-15 05:46:03,1,System_296
147,ReceiveParentsData,2024-09-15 05:46:05,2,System_297
147,GenerateConfirmationMail,2024-09-18 10:07:43,3,System_3305
147,SendConfirmationMail,2024-09-18 10:07:46,4,System_3306
147,ReviewDocuments,2024-09-23 10:48:30,5,Sachbearbeiter3
147,StoreApplication,2024-10-04 08:56:04,6,Sachbearbeiter1
147,AssessApplication,2024-10-16 11:30:44,7,Sachbearbeiter2
147,CalculateClaim,2024-10-30 07:54:50,8,Sachbearbeiter2
147,Write Notification,2024-11-13 13:39:45,9,Sachbearbeiter2
147,SendNotification,2024-11-25 08:22:33,10,Sachbearbeiter2
148,SendMailToParents,2024-09-15 05:49:23,1,System_298
148,ReceiveParentsData,2024-09-15 05:49:27,2,System_299
148,GenerateConfirmationMail,2024-09-16 14:24:48,3,System_1514
148,SendConfirmationMail,2024-09-16 14:24:50,4,System_1515
148,ReviewDocuments,2024-09-17 14:25:12,5,Sachbearbeiter3
148,StoreApplication,2024-09-19 14:05:12,6,Sachbearbeiter3
148,AssessApplication,2024-09-26 13:36:37,7,Sachbearbeiter2
148,CalculateClaim,2024-10-09 15:24:24,8,Sachbearbeiter1
148,Write Notification,2024-10-22 07:35:23,9,Sachbearbeiter3
148,SendNotification,2024-11-05 12:08:50,10,Sachbearbeiter1
149,SendMailToParents,2024-09-15 05:55:35,1,System_300
149,ReceiveParentsData,2024-09-15 05:55:38,2,System_301
149,GenerateConfirmationMail,2024-09-17 21:46:07,3,System_2911
149,SendConfirmationMail,2024-09-17 21:46:10,4,System_2912
149,ReviewDocuments,2024-09-20 10:53:46,5,Sachbearbeiter1
149,RequestResubmission,2024-09-30 12:20:40,6,Sachbearbeiter3
149,ReceiveResubmission,2024-09-30 12:27:28,7,System_7265
149,ReviewDocuments,2024-10-14 15:47:09,8,Sachbearbeiter2
149,RequestResubmission,2024-10-25 15:32:58,9,Sachbearbeiter2
149,ReceiveResubmission,2024-10-25 15:40:05,10,System_8077
149,ReviewDocuments,2024-11-12 13:49:21,11,Sachbearbeiter3
149,RequestResubmission,2024-11-22 11:18:26,12,Sachbearbeiter3
149,ReceiveResubmission,2024-11-22 11:22:59,13,System_8342
149,ReviewDocuments,2024-12-03 07:58:40,14,Sachbearbeiter3
149,RequestResubmission,2024-12-09 08:28:30,15,Sachbearbeiter2
149,ReceiveResubmission,2024-12-09 08:36:13,16,System_8464
149,ReviewDocuments,2024-12-12 09:09:42,17,Sachbearbeiter3
149,RequestResubmission,2024-12-13 10:55:01,18,Sachbearbeiter3
149,ReceiveResubmission,2024-12-13 10:59:17,19,System_8514
149,ReviewDocuments,2024-12-16 13:02:03,20,Sachbearbeiter3
149,StoreApplication,2024-12-17 08:00:27,21,Sachbearbeiter3
149,AssessApplication,2024-12-17 10:00:44,22,Sachbearbeiter1
149,CalculateClaim,2024-12-17 11:28:16,23,Sachbearbeiter2
149,Write Notification,2024-12-17 12:35:03,24,Sachbearbeiter3
149,SendNotification,2024-12-17 13:03:47,25,Sachbearbeiter1
150,SendMailToParents,2024-09-15 05:56:44,1,System_302
150,ReceiveParentsData,2024-09-15 05:56:48,2,System_303
150,GenerateConfirmationMail,2024-09-19 09:20:46,3,System_4349
150,SendConfirmationMail,2024-09-19 09:20:48,4,System_4350
150,ReviewDocuments,2024-09-25 13:56:02,5,Sachbearbeiter1
150,StoreApplication,2024-10-08 15:40:18,6,Sachbearbeiter3
150,AssessApplication,2024-10-21 08:41:44,7,Sachbearbeiter2
150,WriteRejection,2024-11-04 13:14:03,8,Sachbearbeiter2
150,SendRejection,2024-11-18 08:51:44,9,Sachbearbeiter1
151,SendMailToParents,2024-09-15 06:02:34,1,System_304
151,ReceiveParentsData,2024-09-15 06:02:38,2,System_305
151,GenerateConfirmationMail,2024-09-15 21:04:28,3,System_978
151,SendConfirmationMail,2024-09-15 21:04:31,4,System_979
151,ReviewDocuments,2024-09-16 14:11:12,5,Sachbearbeiter1
151,StoreApplication,2024-09-17 14:22:53,6,Sachbearbeiter3
151,AssessApplication,2024-09-19 13:51:34,7,Sachbearbeiter3
151,CalculateClaim,2024-09-26 13:30:44,8,Sachbearbeiter3
151,Write Notification,2024-10-09 15:21:08,9,Sachbearbeiter1
151,SendNotification,2024-10-21 15:53:49,10,Sachbearbeiter1
152,SendMailToParents,2024-09-15 06:06:05,1,System_306
152,ReceiveParentsData,2024-09-15 06:06:07,2,System_307
152,GenerateConfirmationMail,2024-09-22 04:59:57,3,System_6170
152,SendConfirmationMail,2024-09-22 04:59:59,4,System_6171
152,ReviewDocuments,2024-10-02 13:34:56,5,Sachbearbeiter3
152,RequestResubmission,2024-10-15 10:10:52,6,Sachbearbeiter3
152,ReceiveResubmission,2024-10-15 10:16:26,7,System_7828
152,ReviewDocuments,2024-10-29 09:21:27,8,Sachbearbeiter2
152,StoreApplication,2024-11-13 08:19:48,9,Sachbearbeiter3
152,AssessApplication,2024-11-22 12:41:10,10,Sachbearbeiter1
152,WriteRejection,2024-12-02 13:01:38,11,Sachbearbeiter3
152,SendRejection,2024-12-06 15:20:41,12,Sachbearbeiter1
153,SendMailToParents,2024-09-15 06:12:57,1,System_308
153,ReceiveParentsData,2024-09-15 06:13:01,2,System_309
153,GenerateConfirmationMail,2024-09-15 08:46:35,3,System_416
153,SendConfirmationMail,2024-09-15 08:46:37,4,System_417
153,ReviewDocuments,2024-09-16 09:45:30,5,Sachbearbeiter1
153,RequestResubmission,2024-09-17 10:50:36,6,Sachbearbeiter2
153,ReceiveResubmission,2024-09-17 10:57:41,7,System_2234
153,ReviewDocuments,2024-09-24 13:03:01,8,Sachbearbeiter1
153,StoreApplication,2024-10-07 15:22:50,9,Sachbearbeiter3
153,AssessApplication,2024-10-18 08:56:02,10,Sachbearbeiter3
153,WriteRejection,2024-11-01 07:55:45,11,Sachbearbeiter2
153,SendRejection,2024-11-15 08:17:08,12,Sachbearbeiter2
154,SendMailToParents,2024-09-15 06:15:01,1,System_310
154,ReceiveParentsData,2024-09-15 06:15:04,2,System_311
154,GenerateConfirmationMail,2024-09-15 16:45:06,3,System_770
154,SendConfirmationMail,2024-09-15 16:45:09,4,System_771
154,ReviewDocuments,2024-09-16 12:35:33,5,Sachbearbeiter3
154,RequestResubmission,2024-09-17 13:15:25,6,Sachbearbeiter3
154,ReceiveResubmission,2024-09-17 13:20:17,7,System_2406
154,ReviewDocuments,2024-10-02 15:19:05,8,Sachbearbeiter3
154,StoreApplication,2024-10-15 10:53:15,9,Sachbearbeiter2
154,AssessApplication,2024-10-28 13:32:51,10,Sachbearbeiter1
154,CalculateClaim,2024-11-12 10:54:16,11,Sachbearbeiter2
154,Write Notification,2024-11-22 09:39:44,12,Sachbearbeiter2
154,SendNotification,2024-12-02 11:34:45,13,Sachbearbeiter1
155,GenerateConfirmationMail,2024-09-15 06:18:58,1,System_312
155,SendConfirmationMail,2024-09-15 06:18:59,2,System_313
155,ReviewDocuments,2024-09-16 09:07:38,3,Sachbearbeiter1
155,StoreApplication,2024-09-17 10:12:12,4,Sachbearbeiter1
155,AssessApplication,2024-09-18 15:59:57,5,Sachbearbeiter1
155,CalculateClaim,2024-09-25 11:23:58,6,Sachbearbeiter2
155,Write Notification,2024-10-08 13:33:24,7,Sachbearbeiter2
155,SendNotification,2024-10-18 15:02:07,8,Sachbearbeiter1
156,SendMailToParents,2024-09-15 06:25:37,1,System_314
156,ReceiveParentsData,2024-09-15 06:25:41,2,System_315
156,GenerateConfirmationMail,2024-09-17 17:18:36,3,System_2625
156,SendConfirmationMail,2024-09-17 17:18:37,4,System_2626
