case_id,activity,enable_time,start_time,end_time,resource
41,StoreApplication,2024-09-18 08:21:56.915093+00:00,2024-09-23 08:44:14.193933+00:00,2024-09-23 08:46:31.280277+00:00,Sachbearbeiter1
1224,SendMailToParents,2024-09-18 08:22:33.244758+00:00,2024-09-18 08:22:33.244758+00:00,2024-09-18 08:22:36.478489+00:00,System_3199
1224,ReceiveParentsData,2024-09-18 08:22:36.478489+00:00,2024-09-18 08:22:36.478489+00:00,2024-09-24 06:20:48.763189+00:00,System_3200
1225,SendMailToParents,2024-09-18 08:23:28.341625+00:00,2024-09-18 08:23:28.341625+00:00,2024-09-18 08:23:31.189253+00:00,System_3201
1225,ReceiveParentsData,2024-09-18 08:23:31.189253+00:00,2024-09-18 08:23:31.189253+00:00,2024-09-19 00:27:15.369539+00:00,System_3202
124,ReviewDocuments,2024-09-18 08:24:36.511052+00:00,2024-09-23 08:46:23.489441+00:00,2024-09-23 08:57:23.543899+00:00,Sachbearbeiter3
1226,GenerateConfirmationMail,2024-09-18 08:24:42.290325+00:00,2024-09-18 08:24:42.290325+00:00,2024-09-18 08:24:43.452406+00:00,System_3203
1226,SendConfirmationMail,2024-09-18 08:24:43.452406+00:00,2024-09-18 08:24:43.452406+00:00,2024-09-18 08:24:48.206703+00:00,System_3204
1226,ReviewDocuments,2024-09-18 08:24:48.206703+00:00,2024-09-23 08:46:31.280277+00:00,2024-09-23 08:57:26.659667+00:00,Sachbearbeiter1
990,GenerateConfirmationMail,2024-09-18 08:25:12.027275+00:00,2024-09-18 08:25:12.027275+00:00,2024-09-18 08:25:14.261124+00:00,System_3205
990,SendConfirmationMail,2024-09-18 08:25:14.261124+00:00,2024-09-18 08:25:14.261124+00:00,2024-09-18 08:25:18.646726+00:00,System_3206
733,StoreApplication,2024-09-18 08:25:17.745149+00:00,2024-09-23 08:55:49.985992+00:00,2024-09-23 08:57:05.690810+00:00,Sachbearbeiter2
990,ReviewDocuments,2024-09-18 08:25:18.646726+00:00,2024-09-23 08:57:05.690810+00:00,2024-09-23 09:08:28.310597+00:00,Sachbearbeiter2
349,ReviewDocuments,2024-09-18 08:25:57.129956+00:00,2024-09-23 08:57:23.543899+00:00,2024-09-23 09:07:08.741726+00:00,Sachbearbeiter3
728,StoreApplication,2024-09-18 08:25:57.938500+00:00,2024-09-23 08:57:26.659667+00:00,2024-09-23 08:58:40.034352+00:00,Sachbearbeiter1
735,StoreApplication,2024-09-18 08:30:33.712333+00:00,2024-09-23 08:58:40.034352+00:00,2024-09-23 09:00:33.148709+00:00,Sachbearbeiter1
1227,SendMailToParents,2024-09-18 08:32:20.279116+00:00,2024-09-18 08:32:20.279116+00:00,2024-09-18 08:32:25.239437+00:00,System_3207
1227,ReceiveParentsData,2024-09-18 08:32:25.239437+00:00,2024-09-18 08:32:25.239437+00:00,2024-09-20 09:46:41.429841+00:00,System_3208
736,StoreApplication,2024-09-18 08:33:27.829050+00:00,2024-09-23 09:00:33.148709+00:00,2024-09-23 09:02:57.800440+00:00,Sachbearbeiter1
1228,SendMailToParents,2024-09-18 08:33:43.725013+00:00,2024-09-18 08:33:43.725013+00:00,2024-09-18 08:33:48.428666+00:00,System_3209
1228,ReceiveParentsData,2024-09-18 08:33:48.428666+00:00,2024-09-18 08:33:48.428666+00:00,2024-09-22 03:19:42.812134+00:00,System_3210
532,StoreApplication,2024-09-18 08:36:01.642868+00:00,2024-09-23 09:02:57.800440+00:00,2024-09-23 09:04:36.083160+00:00,Sachbearbeiter1
1229,SendMailToParents,2024-09-18 08:36:11.828567+00:00,2024-09-18 08:36:11.828567+00:00,2024-09-18 08:36:15.144872+00:00,System_3211
1229,ReceiveParentsData,2024-09-18 08:36:15.144872+00:00,2024-09-18 08:36:15.144872+00:00,2024-09-28 06:55:51.882637+00:00,System_3212
1230,SendMailToParents,2024-09-18 08:40:24.109652+00:00,2024-09-18 08:40:24.109652+00:00,2024-09-18 08:40:27.929395+00:00,System_3213
1230,ReceiveParentsData,2024-09-18 08:40:27.929395+00:00,2024-09-18 08:40:27.929395+00:00,2024-09-19 21:00:26.765100+00:00,System_3214
1231,SendMailToParents,2024-09-18 08:42:55.773848+00:00,2024-09-18 08:42:55.773848+00:00,2024-09-18 08:42:59.010748+00:00,System_3215
1231,ReceiveParentsData,2024-09-18 08:42:59.010748+00:00,2024-09-18 08:42:59.010748+00:00,2024-09-19 13:03:26.233896+00:00,System_3216
688,StoreApplication,2024-09-18 08:43:10.272076+00:00,2024-09-23 09:04:36.083160+00:00,2024-09-23 09:06:23.482323+00:00,Sachbearbeiter1
468,StoreApplication,2024-09-18 08:43:15.699821+00:00,2024-09-23 09:06:23.482323+00:00,2024-09-23 09:07:58.310566+00:00,Sachbearbeiter1
750,StoreApplication,2024-09-18 08:43:58.870998+00:00,2024-09-23 09:07:08.741726+00:00,2024-09-23 09:08:59.094896+00:00,Sachbearbeiter3
1232,SendMailToParents,2024-09-18 08:47:19.073527+00:00,2024-09-18 08:47:19.073527+00:00,2024-09-18 08:47:23.582983+00:00,System_3217
1232,ReceiveParentsData,2024-09-18 08:47:23.582983+00:00,2024-09-18 08:47:23.582983+00:00,2024-09-18 22:23:17.447846+00:00,System_3218
1233,SendMailToParents,2024-09-18 08:47:48.831448+00:00,2024-09-18 08:47:48.831448+00:00,2024-09-18 08:47:52.061608+00:00,System_3219
1233,ReceiveParentsData,2024-09-18 08:47:52.061608+00:00,2024-09-18 08:47:52.061608+00:00,2024-09-23 23:07:20.334849+00:00,System_3220
1234,SendMailToParents,2024-09-18 08:49:06.241494+00:00,2024-09-18 08:49:06.241494+00:00,2024-09-18 08:49:10.410825+00:00,System_3221
1234,ReceiveParentsData,2024-09-18 08:49:10.410825+00:00,2024-09-18 08:49:10.410825+00:00,2024-10-05 19:45:38.145670+00:00,System_3222
1235,SendMailToParents,2024-09-18 08:51:39.863503+00:00,2024-09-18 08:51:39.863503+00:00,2024-09-18 08:51:42.825049+00:00,System_3223
1235,ReceiveParentsData,2024-09-18 08:51:42.825049+00:00,2024-09-18 08:51:42.825049+00:00,2024-09-19 14:33:29.821281+00:00,System_3224
1018,GenerateConfirmationMail,2024-09-18 08:51:52.555446+00:00,2024-09-18 08:51:52.555446+00:00,2024-09-18 08:51:55.124845+00:00,System_3225
1018,SendConfirmationMail,2024-09-18 08:51:55.124845+00:00,2024-09-18 08:51:55.124845+00:00,2024-09-18 08:51:59.154726+00:00,System_3226
1018,ReviewDocuments,2024-09-18 08:51:59.154726+00:00,2024-09-23 09:07:58.310566+00:00,2024-09-23 09:13:10.377335+00:00,Sachbearbeiter1
312,GenerateConfirmationMail,2024-09-18 08:52:23.222792+00:00,2024-09-18 08:52:23.222792+00:00,2024-09-18 08:52:24.997003+00:00,System_3227
312,SendConfirmationMail,2024-09-18 08:52:24.997003+00:00,2024-09-18 08:52:24.997003+00:00,2024-09-18 08:52:28.541724+00:00,System_3228
312,ReviewDocuments,2024-09-18 08:52:28.541724+00:00,2024-09-23 09:08:28.310597+00:00,2024-09-23 09:17:29.045974+00:00,Sachbearbeiter2
323,StoreApplication,2024-09-18 08:53:32.030003+00:00,2024-09-23 09:08:59.094896+00:00,2024-09-23 09:10:57.614751+00:00,Sachbearbeiter3
1236,SendMailToParents,2024-09-18 08:54:18.178238+00:00,2024-09-18 08:54:18.178238+00:00,2024-09-18 08:54:22.795441+00:00,System_3229
1236,ReceiveParentsData,2024-09-18 08:54:22.795441+00:00,2024-09-18 08:54:22.795441+00:00,2024-09-19 01:31:31.388102+00:00,System_3230
758,RequestResubmission,2024-09-18 08:56:00.910215+00:00,2024-09-23 09:10:57.614751+00:00,2024-09-23 09:17:08.675931+00:00,Sachbearbeiter3
120,ReviewDocuments,2024-09-18 08:56:12.765125+00:00,2024-09-23 09:13:10.377335+00:00,2024-09-23 09:24:10.577481+00:00,Sachbearbeiter1
23,RequestResubmission,2024-09-18 08:57:31.516319+00:00,2024-09-23 09:17:08.675931+00:00,2024-09-23 09:22:45.836156+00:00,Sachbearbeiter3
1237,SendMailToParents,2024-09-18 08:58:22.565784+00:00,2024-09-18 08:58:22.565784+00:00,2024-09-18 08:58:25.502114+00:00,System_3231
1237,ReceiveParentsData,2024-09-18 08:58:25.502114+00:00,2024-09-18 08:58:25.502114+00:00,2024-09-21 19:50:52.292485+00:00,System_3232
1238,SendMailToParents,2024-09-18 09:01:49.934909+00:00,2024-09-18 09:01:49.934909+00:00,2024-09-18 09:01:53.192069+00:00,System_3233
1238,ReceiveParentsData,2024-09-18 09:01:53.192069+00:00,2024-09-18 09:01:53.192069+00:00,2024-09-19 16:43:30.116429+00:00,System_3234
274,RequestResubmission,2024-09-18 09:02:11.924471+00:00,2024-09-23 09:17:29.045974+00:00,2024-09-23 09:22:19.242251+00:00,Sachbearbeiter2
762,StoreApplication,2024-09-18 09:04:06.049054+00:00,2024-09-23 09:22:19.242251+00:00,2024-09-23 09:24:37.435909+00:00,Sachbearbeiter2
763,StoreApplication,2024-09-18 09:06:56.477573+00:00,2024-09-23 09:22:45.836156+00:00,2024-09-23 09:24:42.645307+00:00,Sachbearbeiter3
1239,SendMailToParents,2024-09-18 09:08:44.980182+00:00,2024-09-18 09:08:44.980182+00:00,2024-09-18 09:08:48.908186+00:00,System_3235
1239,ReceiveParentsData,2024-09-18 09:08:48.908186+00:00,2024-09-18 09:08:48.908186+00:00,2024-09-21 01:27:43.431008+00:00,System_3236
357,GenerateConfirmationMail,2024-09-18 09:09:20.449220+00:00,2024-09-18 09:09:20.449220+00:00,2024-09-18 09:09:21.609029+00:00,System_3237
357,SendConfirmationMail,2024-09-18 09:09:21.609029+00:00,2024-09-18 09:09:21.609029+00:00,2024-09-18 09:09:26.393608+00:00,System_3238
357,ReviewDocuments,2024-09-18 09:09:26.393608+00:00,2024-09-23 09:24:10.577481+00:00,2024-09-23 09:33:43.515756+00:00,Sachbearbeiter1
421,GenerateConfirmationMail,2024-09-18 09:12:16.887066+00:00,2024-09-18 09:12:16.887066+00:00,2024-09-18 09:12:18.422210+00:00,System_3239
421,SendConfirmationMail,2024-09-18 09:12:18.422210+00:00,2024-09-18 09:12:18.422210+00:00,2024-09-18 09:12:22.722583+00:00,System_3240
421,ReviewDocuments,2024-09-18 09:12:22.722583+00:00,2024-09-23 09:24:37.435909+00:00,2024-09-23 09:37:42.802545+00:00,Sachbearbeiter2
1240,GenerateConfirmationMail,2024-09-18 09:12:24.695545+00:00,2024-09-18 09:12:24.695545+00:00,2024-09-18 09:12:25.811790+00:00,System_3241
1240,SendConfirmationMail,2024-09-18 09:12:25.811790+00:00,2024-09-18 09:12:25.811790+00:00,2024-09-18 09:12:28.916558+00:00,System_3242
1240,ReviewDocuments,2024-09-18 09:12:28.916558+00:00,2024-09-23 09:24:42.645307+00:00,2024-09-23 09:36:49.201306+00:00,Sachbearbeiter3
765,StoreApplication,2024-09-18 09:13:40.340489+00:00,2024-09-23 09:33:43.515756+00:00,2024-09-23 09:35:34.296398+00:00,Sachbearbeiter1
764,RequestResubmission,2024-09-18 09:15:22.033173+00:00,2024-09-23 09:35:34.296398+00:00,2024-09-23 09:40:10.807564+00:00,Sachbearbeiter1
1241,GenerateConfirmationMail,2024-09-18 09:15:25.369114+00:00,2024-09-18 09:15:25.369114+00:00,2024-09-18 09:15:27.560451+00:00,System_3243
1241,SendConfirmationMail,2024-09-18 09:15:27.560451+00:00,2024-09-18 09:15:27.560451+00:00,2024-09-18 09:15:31.245575+00:00,System_3244
1241,ReviewDocuments,2024-09-18 09:15:31.245575+00:00,2024-09-23 09:36:49.201306+00:00,2024-09-23 09:48:15.828697+00:00,Sachbearbeiter3
1242,GenerateConfirmationMail,2024-09-18 09:15:41.061774+00:00,2024-09-18 09:15:41.061774+00:00,2024-09-18 09:15:42.659556+00:00,System_3245
1242,SendConfirmationMail,2024-09-18 09:15:42.659556+00:00,2024-09-18 09:15:42.659556+00:00,2024-09-18 09:15:44.895592+00:00,System_3246
1242,ReviewDocuments,2024-09-18 09:15:44.895592+00:00,2024-09-23 09:37:42.802545+00:00,2024-09-23 09:49:47.714576+00:00,Sachbearbeiter2
767,StoreApplication,2024-09-18 09:16:12.188970+00:00,2024-09-23 09:40:10.807564+00:00,2024-09-23 09:42:24.521390+00:00,Sachbearbeiter1
1065,GenerateConfirmationMail,2024-09-18 09:17:12.342019+00:00,2024-09-18 09:17:12.342019+00:00,2024-09-18 09:17:14.113157+00:00,System_3247
1065,SendConfirmationMail,2024-09-18 09:17:14.113157+00:00,2024-09-18 09:17:14.113157+00:00,2024-09-18 09:17:16.841956+00:00,System_3248
1065,ReviewDocuments,2024-09-18 09:17:16.841956+00:00,2024-09-23 09:42:24.521390+00:00,2024-09-23 09:55:25.828282+00:00,Sachbearbeiter1
1243,SendMailToParents,2024-09-18 09:18:24.869662+00:00,2024-09-18 09:18:24.869662+00:00,2024-09-18 09:18:28.832293+00:00,System_3249
1243,ReceiveParentsData,2024-09-18 09:18:28.832293+00:00,2024-09-18 09:18:28.832293+00:00,2024-09-21 03:50:01.165143+00:00,System_3250
1244,GenerateConfirmationMail,2024-09-18 09:18:31.306925+00:00,2024-09-18 09:18:31.306925+00:00,2024-09-18 09:18:34.211714+00:00,System_3251
1244,SendConfirmationMail,2024-09-18 09:18:34.211714+00:00,2024-09-18 09:18:34.211714+00:00,2024-09-18 09:18:38.322660+00:00,System_3252
1244,ReviewDocuments,2024-09-18 09:18:38.322660+00:00,2024-09-23 09:48:15.828697+00:00,2024-09-23 10:00:15.622274+00:00,Sachbearbeiter3
1245,SendMailToParents,2024-09-18 09:20:35.654719+00:00,2024-09-18 09:20:35.654719+00:00,2024-09-18 09:20:39.366416+00:00,System_3253
1245,ReceiveParentsData,2024-09-18 09:20:39.366416+00:00,2024-09-18 09:20:39.366416+00:00,2024-09-18 21:00:05.348343+00:00,System_3254
988,GenerateConfirmationMail,2024-09-18 09:20:50.603437+00:00,2024-09-18 09:20:50.603437+00:00,2024-09-18 09:20:52.306401+00:00,System_3255
988,SendConfirmationMail,2024-09-18 09:20:52.306401+00:00,2024-09-18 09:20:52.306401+00:00,2024-09-18 09:20:56.612119+00:00,System_3256
988,ReviewDocuments,2024-09-18 09:20:56.612119+00:00,2024-09-23 09:49:47.714576+00:00,2024-09-23 09:57:06.421941+00:00,Sachbearbeiter2
1246,GenerateConfirmationMail,2024-09-18 09:23:06.921625+00:00,2024-09-18 09:23:06.921625+00:00,2024-09-18 09:23:09.886630+00:00,System_3257
1246,SendConfirmationMail,2024-09-18 09:23:09.886630+00:00,2024-09-18 09:23:09.886630+00:00,2024-09-18 09:23:12.991223+00:00,System_3258
1246,ReviewDocuments,2024-09-18 09:23:12.991223+00:00,2024-09-23 09:55:25.828282+00:00,2024-09-23 10:04:49.369455+00:00,Sachbearbeiter1
937,GenerateConfirmationMail,2024-09-18 09:24:03.460529+00:00,2024-09-18 09:24:03.460529+00:00,2024-09-18 09:24:06.118949+00:00,System_3259
937,SendConfirmationMail,2024-09-18 09:24:06.118949+00:00,2024-09-18 09:24:06.118949+00:00,2024-09-18 09:24:10.091728+00:00,System_3260
937,ReviewDocuments,2024-09-18 09:24:10.091728+00:00,2024-09-23 09:57:06.421941+00:00,2024-09-23 10:07:18.880233+00:00,Sachbearbeiter2
775,RequestResubmission,2024-09-18 09:25:43.747941+00:00,2024-09-23 10:00:15.622274+00:00,2024-09-23 10:06:21.159701+00:00,Sachbearbeiter3
322,RequestResubmission,2024-09-18 09:26:05.596999+00:00,2024-09-23 10:04:49.369455+00:00,2024-09-23 10:09:19.907426+00:00,Sachbearbeiter1
381,StoreApplication,2024-09-18 09:26:53.627208+00:00,2024-09-23 10:06:21.159701+00:00,2024-09-23 10:08:14.217248+00:00,Sachbearbeiter3
1247,SendMailToParents,2024-09-18 09:31:06.014883+00:00,2024-09-18 09:31:06.014883+00:00,2024-09-18 09:31:08.082071+00:00,System_3261
1247,ReceiveParentsData,2024-09-18 09:31:08.082071+00:00,2024-09-18 09:31:08.082071+00:00,2024-09-18 13:03:57.564220+00:00,System_3262
1248,SendMailToParents,2024-09-18 09:31:44.557752+00:00,2024-09-18 09:31:44.557752+00:00,2024-09-18 09:31:49.165574+00:00,System_3263
1248,ReceiveParentsData,2024-09-18 09:31:49.165574+00:00,2024-09-18 09:31:49.165574+00:00,2024-09-19 00:08:19.581814+00:00,System_3264
1249,GenerateConfirmationMail,2024-09-18 09:32:19.020745+00:00,2024-09-18 09:32:19.020745+00:00,2024-09-18 09:32:20.960846+00:00,System_3265
1249,SendConfirmationMail,2024-09-18 09:32:20.960846+00:00,2024-09-18 09:32:20.960846+00:00,2024-09-18 09:32:24.540543+00:00,System_3266
1249,ReviewDocuments,2024-09-18 09:32:24.540543+00:00,2024-09-23 10:07:18.880233+00:00,2024-09-23 10:17:52.496920+00:00,Sachbearbeiter2
660,RequestResubmission,2024-09-18 09:34:50.482029+00:00,2024-09-23 10:08:14.217248+00:00,2024-09-23 10:13:21.427063+00:00,Sachbearbeiter3
791,StoreApplication,2024-09-18 09:34:53.958073+00:00,2024-09-23 10:09:19.907426+00:00,2024-09-23 10:11:42.188154+00:00,Sachbearbeiter1
1250,SendMailToParents,2024-09-18 09:34:54.081354+00:00,2024-09-18 09:34:54.081354+00:00,2024-09-18 09:34:56.874460+00:00,System_3267
1250,ReceiveParentsData,2024-09-18 09:34:56.874460+00:00,2024-09-18 09:34:56.874460+00:00,2024-09-26 06:15:07.278859+00:00,System_3268
681,GenerateConfirmationMail,2024-09-18 09:36:44.225882+00:00,2024-09-18 09:36:44.225882+00:00,2024-09-18 09:36:46.496795+00:00,System_3269
681,SendConfirmationMail,2024-09-18 09:36:46.496795+00:00,2024-09-18 09:36:46.496795+00:00,2024-09-18 09:36:51.399607+00:00,System_3270
681,ReviewDocuments,2024-09-18 09:36:51.399607+00:00,2024-09-23 10:11:42.188154+00:00,2024-09-23 10:20:52.575273+00:00,Sachbearbeiter1
1251,SendMailToParents,2024-09-18 09:37:16.836089+00:00,2024-09-18 09:37:16.836089+00:00,2024-09-18 09:37:21.663921+00:00,System_3271
1252,GenerateConfirmationMail,2024-09-18 09:37:21.183422+00:00,2024-09-18 09:37:21.183422+00:00,2024-09-18 09:37:22.760692+00:00,System_3272
1251,ReceiveParentsData,2024-09-18 09:37:21.663921+00:00,2024-09-18 09:37:21.663921+00:00,2024-09-19 01:03:26.241156+00:00,System_3273
1252,SendConfirmationMail,2024-09-18 09:37:22.760692+00:00,2024-09-18 09:37:22.760692+00:00,2024-09-18 09:37:25.019456+00:00,System_3274
1252,ReviewDocuments,2024-09-18 09:37:25.019456+00:00,2024-09-23 10:13:21.427063+00:00,2024-09-23 10:24:03.406352+00:00,Sachbearbeiter3
1253,GenerateConfirmationMail,2024-09-18 09:38:16.274250+00:00,2024-09-18 09:38:16.274250+00:00,2024-09-18 09:38:18.893644+00:00,System_3275
1253,SendConfirmationMail,2024-09-18 09:38:18.893644+00:00,2024-09-18 09:38:18.893644+00:00,2024-09-18 09:38:22.482325+00:00,System_3276
1253,ReviewDocuments,2024-09-18 09:38:22.482325+00:00,2024-09-23 10:17:52.496920+00:00,2024-09-23 10:25:35.832744+00:00,Sachbearbeiter2
784,StoreApplication,2024-09-18 09:38:23.753934+00:00,2024-09-23 10:20:52.575273+00:00,2024-09-23 10:23:12.329359+00:00,Sachbearbeiter1
1254,SendMailToParents,2024-09-18 09:40:03.541202+00:00,2024-09-18 09:40:03.541202+00:00,2024-09-18 09:40:05.897527+00:00,System_3277
1254,ReceiveParentsData,2024-09-18 09:40:05.897527+00:00,2024-09-18 09:40:05.897527+00:00,2024-09-21 15:06:20.560666+00:00,System_3278
817,GenerateConfirmationMail,2024-09-18 09:41:22.066369+00:00,2024-09-18 09:41:22.066369+00:00,2024-09-18 09:41:23.182458+00:00,System_3279
817,SendConfirmationMail,2024-09-18 09:41:23.182458+00:00,2024-09-18 09:41:23.182458+00:00,2024-09-18 09:41:27.043677+00:00,System_3280
817,ReviewDocuments,2024-09-18 09:41:27.043677+00:00,2024-09-23 10:23:12.329359+00:00,2024-09-23 10:28:59.915818+00:00,Sachbearbeiter1
584,StoreApplication,2024-09-18 09:42:54.831211+00:00,2024-09-23 10:24:03.406352+00:00,2024-09-23 10:25:17.310360+00:00,Sachbearbeiter3
524,RequestResubmission,2024-09-18 09:45:27.512699+00:00,2024-09-23 10:25:17.310360+00:00,2024-09-23 10:31:57.689932+00:00,Sachbearbeiter3
608,StoreApplication,2024-09-18 09:45:46.092540+00:00,2024-09-23 10:25:35.832744+00:00,2024-09-23 10:27:19.315496+00:00,Sachbearbeiter2
78,GenerateConfirmationMail,2024-09-18 09:46:21.444574+00:00,2024-09-18 09:46:21.444574+00:00,2024-09-18 09:46:23.360714+00:00,System_3281
78,SendConfirmationMail,2024-09-18 09:46:23.360714+00:00,2024-09-18 09:46:23.360714+00:00,2024-09-18 09:46:27.639495+00:00,System_3282
78,ReviewDocuments,2024-09-18 09:46:27.639495+00:00,2024-09-23 10:27:19.315496+00:00,2024-09-23 10:37:37.327102+00:00,Sachbearbeiter2
1255,SendMailToParents,2024-09-18 09:47:47.121023+00:00,2024-09-18 09:47:47.121023+00:00,2024-09-18 09:47:50.822225+00:00,System_3283
58,GenerateConfirmationMail,2024-09-18 09:47:49.723149+00:00,2024-09-18 09:47:49.723149+00:00,2024-09-18 09:47:50.805782+00:00,System_3284
58,SendConfirmationMail,2024-09-18 09:47:50.805782+00:00,2024-09-18 09:47:50.805782+00:00,2024-09-18 09:47:53.898511+00:00,System_3285
1255,ReceiveParentsData,2024-09-18 09:47:50.822225+00:00,2024-09-18 09:47:50.822225+00:00,2024-09-18 17:01:31.148280+00:00,System_3286
58,ReviewDocuments,2024-09-18 09:47:53.898511+00:00,2024-09-23 10:28:59.915818+00:00,2024-09-23 10:36:19.604968+00:00,Sachbearbeiter1
1256,SendMailToParents,2024-09-18 09:47:59.900628+00:00,2024-09-18 09:47:59.900628+00:00,2024-09-18 09:48:03.198247+00:00,System_3287
1256,ReceiveParentsData,2024-09-18 09:48:03.198247+00:00,2024-09-18 09:48:03.198247+00:00,2024-09-18 15:29:39.458695+00:00,System_3288
1257,SendMailToParents,2024-09-18 09:48:34.701032+00:00,2024-09-18 09:48:34.701032+00:00,2024-09-18 09:48:39.639926+00:00,System_3289
1257,ReceiveParentsData,2024-09-18 09:48:39.639926+00:00,2024-09-18 09:48:39.639926+00:00,2024-09-21 06:45:07.871147+00:00,System_3290
446,GenerateConfirmationMail,2024-09-18 09:50:39.135947+00:00,2024-09-18 09:50:39.135947+00:00,2024-09-18 09:50:41.369396+00:00,System_3291
446,SendConfirmationMail,2024-09-18 09:50:41.369396+00:00,2024-09-18 09:50:41.369396+00:00,2024-09-18 09:50:44.602984+00:00,System_3292
446,ReviewDocuments,2024-09-18 09:50:44.602984+00:00,2024-09-23 10:31:57.689932+00:00,2024-09-23 10:42:09.651746+00:00,Sachbearbeiter3
523,StoreApplication,2024-09-18 09:51:10.762190+00:00,2024-09-23 10:36:19.604968+00:00,2024-09-23 10:38:59.482385+00:00,Sachbearbeiter1
1258,SendMailToParents,2024-09-18 09:51:25.822102+00:00,2024-09-18 09:51:25.822102+00:00,2024-09-18 09:51:27.858553+00:00,System_3293
1258,ReceiveParentsData,2024-09-18 09:51:27.858553+00:00,2024-09-18 09:51:27.858553+00:00,2024-09-21 04:24:41.583286+00:00,System_3294
1259,SendMailToParents,2024-09-18 09:52:15.248288+00:00,2024-09-18 09:52:15.248288+00:00,2024-09-18 09:52:19.609715+00:00,System_3295
1259,ReceiveParentsData,2024-09-18 09:52:19.609715+00:00,2024-09-18 09:52:19.609715+00:00,2024-09-29 22:47:31.512763+00:00,System_3296
804,StoreApplication,2024-09-18 09:54:20.027987+00:00,2024-09-23 10:37:37.327102+00:00,2024-09-23 10:39:29.679546+00:00,Sachbearbeiter2
801,RequestResubmission,2024-09-18 09:54:53.228265+00:00,2024-09-23 10:38:59.482385+00:00,2024-09-23 10:44:39.026019+00:00,Sachbearbeiter1
1260,SendMailToParents,2024-09-18 09:56:12.270549+00:00,2024-09-18 09:56:12.270549+00:00,2024-09-18 09:56:16.350559+00:00,System_3297
1260,ReceiveParentsData,2024-09-18 09:56:16.350559+00:00,2024-09-18 09:56:16.350559+00:00,2024-09-19 17:26:41.638955+00:00,System_3298
815,RequestResubmission,2024-09-18 09:59:09.410509+00:00,2024-09-23 10:39:29.679546+00:00,2024-09-23 10:47:21.705034+00:00,Sachbearbeiter2
1261,SendMailToParents,2024-09-18 10:02:22.684781+00:00,2024-09-18 10:02:22.684781+00:00,2024-09-18 10:02:27.543893+00:00,System_3299
1261,ReceiveParentsData,2024-09-18 10:02:27.543893+00:00,2024-09-18 10:02:27.543893+00:00,2024-09-18 19:14:41.612034+00:00,System_3300
823,RequestResubmission,2024-09-18 10:03:25.204101+00:00,2024-09-23 10:42:09.651746+00:00,2024-09-23 10:46:18.193108+00:00,Sachbearbeiter3
1262,GenerateConfirmationMail,2024-09-18 10:04:42.088678+00:00,2024-09-18 10:04:42.088678+00:00,2024-09-18 10:04:43.702240+00:00,System_3301
1262,SendConfirmationMail,2024-09-18 10:04:43.702240+00:00,2024-09-18 10:04:43.702240+00:00,2024-09-18 10:04:48.556568+00:00,System_3302
1262,ReviewDocuments,2024-09-18 10:04:48.556568+00:00,2024-09-23 10:44:39.026019+00:00,2024-09-23 10:53:22.292427+00:00,Sachbearbeiter1
820,StoreApplication,2024-09-18 10:05:10.178581+00:00,2024-09-23 10:46:18.193108+00:00,2024-09-23 10:48:30.748696+00:00,Sachbearbeiter3
840,GenerateConfirmationMail,2024-09-18 10:05:48.779051+00:00,2024-09-18 10:05:48.779051+00:00,2024-09-18 10:05:49.816507+00:00,System_3303
840,SendConfirmationMail,2024-09-18 10:05:49.816507+00:00,2024-09-18 10:05:49.816507+00:00,2024-09-18 10:05:51.943608+00:00,System_3304
840,ReviewDocuments,2024-09-18 10:05:51.943608+00:00,2024-09-23 10:47:21.705034+00:00,2024-09-23 10:57:06.765928+00:00,Sachbearbeiter2
147,GenerateConfirmationMail,2024-09-18 10:07:43.755631+00:00,2024-09-18 10:07:43.755631+00:00,2024-09-18 10:07:46.119051+00:00,System_3305
147,SendConfirmationMail,2024-09-18 10:07:46.119051+00:00,2024-09-18 10:07:46.119051+00:00,2024-09-18 10:07:48.862079+00:00,System_3306
147,ReviewDocuments,2024-09-18 10:07:48.862079+00:00,2024-09-23 10:48:30.748696+00:00,2024-09-23 10:59:34.759883+00:00,Sachbearbeiter3
1263,SendMailToParents,2024-09-18 10:08:37.019252+00:00,2024-09-18 10:08:37.019252+00:00,2024-09-18 10:08:41.332140+00:00,System_3307
1263,ReceiveParentsData,2024-09-18 10:08:41.332140+00:00,2024-09-18 10:08:41.332140+00:00,2024-09-24 20:54:26.313294+00:00,System_3308
664,StoreApplication,2024-09-18 10:09:50.429676+00:00,2024-09-23 10:53:22.292427+00:00,2024-09-23 10:55:19.888956+00:00,Sachbearbeiter1
861,GenerateConfirmationMail,2024-09-18 10:12:50.131457+00:00,2024-09-18 10:12:50.131457+00:00,2024-09-18 10:12:51.266729+00:00,System_3309
861,SendConfirmationMail,2024-09-18 10:12:51.266729+00:00,2024-09-18 10:12:51.266729+00:00,2024-09-18 10:12:53.426197+00:00,System_3310
861,ReviewDocuments,2024-09-18 10:12:53.426197+00:00,2024-09-23 10:55:19.888956+00:00,2024-09-23 11:05:51.519924+00:00,Sachbearbeiter1
1264,GenerateConfirmationMail,2024-09-18 10:15:08.638386+00:00,2024-09-18 10:15:08.638386+00:00,2024-09-18 10:15:11.207958+00:00,System_3311
