document_id,application_id,doc_type,doc_category,status,submission_date,reviewed,printed,archived
DOC_005457,APP_001324,Immatrikulationsbescheinigung,Student,Received,2024-09-22 04:25:39,True,False,False
DOC_005458,APP_001324,Formblatt 3,Eltern,Received,2024-09-22 04:25:39,True,False,False
DOC_005459,APP_001324,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 18:10:47,True,False,False
DOC_005460,APP_001324,Mietbescheinigung,Student,Received,2024-09-22 04:25:39,True,False,False
DOC_005461,APP_001325,Formblatt 1,Student,Received,2024-10-01 03:26:24,True,False,False
DOC_005462,APP_001325,Immatrikulationsbescheinigung,Student,Received,2024-09-14 12:45:21,True,False,False
DOC_005463,APP_001326,Formblatt 1,Student,Received,2024-09-19 23:50:36,True,False,False
DOC_005464,APP_001326,Immatrikulationsbescheinigung,Student,Received,2024-09-19 23:50:36,True,False,False
DOC_005465,APP_001326,Mietbescheinigung,Student,Received,2024-09-19 23:50:36,True,False,False
DOC_005466,APP_001327,Formblatt 1,Student,Received,2024-09-20 14:45:49,True,False,False
DOC_005467,APP_001327,Immatrikulationsbescheinigung,Student,Received,2024-09-20 14:45:49,True,False,False
DOC_005468,APP_001327,Formblatt 3,Eltern,Received,2024-09-20 14:45:49,True,False,False
DOC_005469,APP_001327,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 17:23:22,True,False,False
DOC_005470,APP_001328,Formblatt 1,Student,Received,2024-10-01 00:04:27,True,False,False
DOC_005471,APP_001328,Immatrikulationsbescheinigung,Student,Received,2024-10-01 00:04:27,True,False,False
DOC_005472,APP_001328,Formblatt 3,Eltern,Received,2024-10-01 00:04:27,True,False,False
DOC_005473,APP_001328,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 00:44:44,True,False,False
DOC_005474,APP_001329,Formblatt 1,Student,Received,2024-09-28 22:48:20,True,False,False
DOC_005475,APP_001329,Immatrikulationsbescheinigung,Student,Received,2024-09-28 22:48:20,True,False,False
DOC_005476,APP_001329,Formblatt 3,Eltern,Received,2024-09-28 22:48:20,True,False,False
DOC_005477,APP_001329,Einkommensnachweis Eltern,Eltern,Received,2024-09-28 22:48:20,True,False,False
DOC_005478,APP_001329,Mietbescheinigung,Student,Received,2024-10-15 20:01:48,True,False,False
DOC_005479,APP_001330,Formblatt 1,Student,Received,2024-09-26 01:03:41,True,False,False
DOC_005480,APP_001330,Immatrikulationsbescheinigung,Student,Received,2024-09-26 01:03:41,True,False,False
DOC_005481,APP_001330,Formblatt 3,Eltern,Received,2024-09-26 01:03:41,True,False,False
DOC_005482,APP_001330,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 04:12:19,True,False,False
DOC_005483,APP_001330,Mietbescheinigung,Student,Received,2024-09-26 01:03:41,True,False,False
DOC_005484,APP_001331,Formblatt 1,Student,Received,2024-10-06 19:07:30,True,False,False
DOC_005485,APP_001331,Immatrikulationsbescheinigung,Student,Received,2024-10-06 19:07:30,True,False,False
DOC_005486,APP_001331,Formblatt 3,Eltern,Received,2024-10-06 19:07:30,True,False,False
DOC_005487,APP_001331,Einkommensnachweis Eltern,Eltern,Received,2024-10-06 19:07:30,True,False,False
DOC_005488,APP_001331,Mietbescheinigung,Student,Received,2024-10-06 19:07:30,True,False,False
DOC_005489,APP_001332,Formblatt 1,Student,Received,2024-09-20 20:31:07,True,False,False
DOC_005490,APP_001332,Immatrikulationsbescheinigung,Student,Received,2024-09-20 20:31:07,True,False,False
DOC_005491,APP_001332,Mietbescheinigung,Student,Received,2024-09-20 20:31:07,True,False,False
DOC_005492,APP_001333,Formblatt 1,Student,Received,2024-09-19 03:43:22,True,False,False
DOC_005493,APP_001333,Immatrikulationsbescheinigung,Student,Received,2024-09-19 03:43:22,True,False,False
DOC_005494,APP_001333,Mietbescheinigung,Student,Received,2024-09-19 03:43:22,True,False,False
DOC_005495,APP_001334,Formblatt 1,Student,Received,2024-09-30 20:37:45,True,False,False
DOC_005496,APP_001334,Immatrikulationsbescheinigung,Student,Received,2024-09-30 20:37:45,True,False,False
DOC_005497,APP_001334,Mietbescheinigung,Student,Received,2024-09-30 20:37:45,True,False,False
DOC_005498,APP_001335,Formblatt 1,Student,Received,2024-09-24 18:47:33,True,False,False
DOC_005499,APP_001335,Immatrikulationsbescheinigung,Student,Received,2024-09-24 18:47:33,True,False,False
DOC_005500,APP_001335,Formblatt 3,Eltern,Received,2024-09-24 18:47:33,True,False,False
DOC_005501,APP_001335,Einkommensnachweis Eltern,Eltern,Received,2024-09-12 22:00:55,True,False,False
DOC_005502,APP_001336,Formblatt 1,Student,Received,2024-10-02 18:58:58,True,False,False
DOC_005503,APP_001336,Immatrikulationsbescheinigung,Student,Received,2024-10-02 18:58:58,True,False,False
DOC_005504,APP_001336,Formblatt 3,Eltern,Received,2024-10-02 18:58:58,True,False,False
DOC_005505,APP_001336,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 05:26:43,True,False,False
DOC_005506,APP_001337,Formblatt 1,Student,Received,2024-09-19 20:19:58,True,False,False
DOC_005507,APP_001337,Immatrikulationsbescheinigung,Student,Received,2024-09-19 20:19:58,True,False,False
DOC_005508,APP_001337,Formblatt 3,Eltern,Received,2024-09-19 20:19:58,True,False,False
DOC_005509,APP_001337,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 15:57:19,True,False,False
DOC_005510,APP_001337,Mietbescheinigung,Student,Received,2024-09-19 20:19:58,True,False,False
DOC_005511,APP_001338,Formblatt 1,Student,Received,2024-09-21 04:21:52,True,False,False
DOC_005512,APP_001338,Immatrikulationsbescheinigung,Student,Received,2024-09-21 04:21:52,True,False,False
DOC_005513,APP_001339,Formblatt 1,Student,Received,2024-09-26 23:14:17,True,False,False
DOC_005514,APP_001339,Immatrikulationsbescheinigung,Student,Received,2024-09-26 23:14:17,True,False,False
DOC_005515,APP_001339,Formblatt 3,Eltern,Received,2024-09-26 23:14:17,True,False,False
DOC_005516,APP_001339,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 19:13:27,True,False,False
DOC_005517,APP_001340,Formblatt 1,Student,Received,2024-09-29 19:46:26,True,False,False
DOC_005518,APP_001340,Immatrikulationsbescheinigung,Student,Received,2024-09-29 19:46:26,True,False,False
DOC_005519,APP_001340,Formblatt 3,Eltern,Received,2024-09-29 19:46:26,True,False,False
DOC_005520,APP_001340,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 16:22:16,True,False,False
DOC_005521,APP_001341,Formblatt 1,Student,Received,2024-10-03 01:15:59,True,False,False
DOC_005522,APP_001341,Immatrikulationsbescheinigung,Student,Received,2024-10-03 01:15:59,True,False,False
DOC_005523,APP_001341,Formblatt 3,Eltern,Received,2024-10-03 01:15:59,True,False,False
DOC_005524,APP_001341,Einkommensnachweis Eltern,Eltern,Received,2024-09-18 05:47:53,True,False,False
DOC_005525,APP_001342,Formblatt 1,Student,Received,2024-09-25 22:22:51,True,False,False
DOC_005526,APP_001342,Immatrikulationsbescheinigung,Student,Received,2024-09-25 22:22:51,True,False,False
DOC_005527,APP_001342,Mietbescheinigung,Student,Received,2024-09-25 22:22:51,True,False,False
DOC_005528,APP_001343,Formblatt 1,Student,Received,2024-10-01 22:24:47,True,False,False
DOC_005529,APP_001343,Immatrikulationsbescheinigung,Student,Received,2024-10-01 22:24:47,True,False,False
DOC_005530,APP_001343,Formblatt 3,Eltern,Received,2024-10-01 22:24:47,True,False,False
DOC_005531,APP_001343,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 06:50:40,True,False,False
DOC_005532,APP_001344,Formblatt 1,Student,Received,2024-09-14 23:45:54,True,False,False
DOC_005533,APP_001344,Immatrikulationsbescheinigung,Student,Received,2024-10-20 11:46:35,True,False,False
DOC_005534,APP_001344,Mietbescheinigung,Student,Received,2024-09-14 23:45:54,True,False,False
DOC_005535,APP_001345,Formblatt 1,Student,Received,2024-09-27 12:34:30,True,False,False
DOC_005536,APP_001345,Immatrikulationsbescheinigung,Student,Received,2024-09-27 12:34:30,True,False,False
DOC_005537,APP_001345,Formblatt 3,Eltern,Received,2024-09-27 12:34:30,True,False,False
DOC_005538,APP_001345,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 12:48:46,True,False,False
DOC_005539,APP_001346,Formblatt 1,Student,Received,2024-09-24 12:00:52,True,False,False
DOC_005540,APP_001346,Immatrikulationsbescheinigung,Student,Received,2024-09-24 12:00:52,True,False,False
DOC_005541,APP_001346,Formblatt 3,Eltern,Received,2024-09-24 12:00:52,True,False,False
DOC_005542,APP_001346,Einkommensnachweis Eltern,Eltern,Received,2024-09-12 03:38:09,True,False,False
DOC_005543,APP_001346,Mietbescheinigung,Student,Received,2024-09-24 12:00:52,True,False,False
DOC_005544,APP_001347,Formblatt 1,Student,Received,2024-09-27 05:48:54,True,False,False
DOC_005545,APP_001347,Immatrikulationsbescheinigung,Student,Received,2024-09-27 05:48:54,True,False,False
DOC_005546,APP_001347,Formblatt 3,Eltern,Received,2024-09-27 05:48:54,True,False,False
DOC_005547,APP_001347,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 21:55:29,True,False,False
DOC_005548,APP_001347,Mietbescheinigung,Student,Received,2024-09-27 05:48:54,True,False,False
DOC_005549,APP_001348,Formblatt 1,Student,Received,2024-10-03 00:30:27,True,False,False
DOC_005550,APP_001348,Immatrikulationsbescheinigung,Student,Received,2024-10-03 00:30:27,True,False,False
DOC_005551,APP_001348,Formblatt 3,Eltern,Received,2024-10-03 00:30:27,True,False,False
DOC_005552,APP_001348,Einkommensnachweis Eltern,Eltern,Received,2024-09-16 02:28:27,True,False,False
DOC_005553,APP_001349,Formblatt 1,Student,Received,2024-10-05 19:01:44,True,False,False
DOC_005554,APP_001349,Immatrikulationsbescheinigung,Student,Received,2024-10-05 19:01:44,True,False,False
DOC_005555,APP_001349,Formblatt 3,Eltern,Received,2024-10-23 01:38:58,True,False,False
DOC_005556,APP_001349,Einkommensnachweis Eltern,Eltern,Received,2024-09-16 09:52:38,True,False,False
DOC_005557,APP_001350,Formblatt 1,Student,Received,2024-09-27 17:26:36,True,False,False
DOC_005558,APP_001350,Immatrikulationsbescheinigung,Student,Received,2024-09-27 17:26:36,True,False,False
DOC_005559,APP_001350,Formblatt 3,Eltern,Received,2024-09-27 17:26:36,True,False,False
DOC_005560,APP_001350,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 02:48:52,True,False,False
DOC_005561,APP_001351,Formblatt 1,Student,Received,2024-10-06 15:54:39,True,False,False
DOC_005562,APP_001351,Immatrikulationsbescheinigung,Student,Received,2024-10-06 15:54:39,True,False,False
DOC_005563,APP_001351,Formblatt 3,Eltern,Received,2024-10-06 15:54:39,True,False,False
DOC_005564,APP_001351,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 19:28:40,True,False,False
DOC_005565,APP_001352,Formblatt 1,Student,Received,2024-09-22 14:59:51,True,False,False
DOC_005566,APP_001352,Immatrikulationsbescheinigung,Student,Received,2024-09-22 14:59:51,True,False,False
DOC_005567,APP_001352,Formblatt 3,Eltern,Received,2024-09-22 14:59:51,True,False,False
DOC_005568,APP_001352,Einkommensnachweis Eltern,Eltern,Received,2024-09-12 11:57:37,True,False,False
DOC_005569,APP_001352,Mietbescheinigung,Student,Received,2024-10-02 19:29:41,True,False,False
DOC_005570,APP_001353,Formblatt 1,Student,Received,2024-09-29 21:09:52,True,False,False
DOC_005571,APP_001353,Immatrikulationsbescheinigung,Student,Received,2024-09-29 21:09:52,True,False,False
DOC_005572,APP_001353,Formblatt 3,Eltern,Received,2024-09-29 21:09:52,True,False,False
DOC_005573,APP_001353,Einkommensnachweis Eltern,Eltern,Received,2024-09-29 21:09:52,True,False,False
DOC_005574,APP_001354,Formblatt 1,Student,Received,2024-09-30 16:49:50,True,False,False
DOC_005575,APP_001354,Immatrikulationsbescheinigung,Student,Received,2024-09-30 16:49:50,True,False,False
DOC_005576,APP_001355,Formblatt 1,Student,Received,2024-09-24 01:22:03,True,False,False
DOC_005577,APP_001355,Immatrikulationsbescheinigung,Student,Received,2024-09-24 01:22:03,True,False,False
DOC_005578,APP_001355,Formblatt 3,Eltern,Received,2024-09-24 01:22:03,True,False,False
DOC_005579,APP_001355,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 08:15:19,True,False,False
DOC_005580,APP_001355,Mietbescheinigung,Student,Received,2024-09-24 01:22:03,True,False,False
DOC_005581,APP_001356,Formblatt 1,Student,Received,2024-09-25 10:42:51,True,False,False
DOC_005582,APP_001356,Immatrikulationsbescheinigung,Student,Received,2024-09-25 10:42:51,True,False,False
DOC_005583,APP_001357,Formblatt 1,Student,Missing,,False,False,False
DOC_005584,APP_001357,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_005585,APP_001357,Formblatt 3,Eltern,Missing,,False,False,False
DOC_005586,APP_001357,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 11:17:48,True,False,False
DOC_005587,APP_001357,Mietbescheinigung,Student,Missing,,False,False,False
DOC_005588,APP_001358,Formblatt 1,Student,Received,2024-09-23 04:41:13,True,False,False
DOC_005589,APP_001358,Immatrikulationsbescheinigung,Student,Received,2024-09-23 04:41:13,True,False,False
DOC_005590,APP_001358,Formblatt 3,Eltern,Received,2024-09-23 04:41:13,True,False,False
DOC_005591,APP_001358,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 00:32:05,True,False,False
DOC_005592,APP_001358,Mietbescheinigung,Student,Received,2024-09-23 04:41:13,True,False,False
DOC_005593,APP_001359,Formblatt 1,Student,Received,2024-10-05 20:28:35,True,False,False
DOC_005594,APP_001359,Immatrikulationsbescheinigung,Student,Received,2024-10-05 20:28:35,True,False,False
DOC_005595,APP_001359,Formblatt 3,Eltern,Received,2024-10-05 20:28:35,True,False,False
DOC_005596,APP_001359,Einkommensnachweis Eltern,Eltern,Received,2024-10-05 20:28:35,True,False,False
DOC_005597,APP_001360,Formblatt 1,Student,Received,2024-09-20 17:22:03,True,False,False
DOC_005598,APP_001360,Immatrikulationsbescheinigung,Student,Received,2024-09-20 17:22:03,True,False,False
DOC_005599,APP_001360,Mietbescheinigung,Student,Received,2024-09-20 17:22:03,True,False,False
DOC_005600,APP_001361,Formblatt 1,Student,Received,2024-10-05 23:48:25,True,False,False
DOC_005601,APP_001361,Immatrikulationsbescheinigung,Student,Received,2024-10-05 23:48:25,True,False,False
DOC_005602,APP_001361,Formblatt 3,Eltern,Received,2024-10-05 23:48:25,True,False,False
DOC_005603,APP_001361,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 12:14:27,True,False,False
DOC_005604,APP_001361,Mietbescheinigung,Student,Received,2024-10-05 23:48:25,True,False,False
DOC_005605,APP_001362,Formblatt 1,Student,Received,2024-09-25 01:19:15,True,False,False
DOC_005606,APP_001362,Immatrikulationsbescheinigung,Student,Received,2024-10-15 20:02:23,True,False,False
DOC_005607,APP_001362,Formblatt 3,Eltern,Received,2024-09-25 01:19:15,True,False,False
DOC_005608,APP_001362,Einkommensnachweis Eltern,Eltern,Received,2024-09-25 01:19:15,True,False,False
DOC_005609,APP_001363,Formblatt 1,Student,Received,2024-09-28 03:48:32,True,False,False
DOC_005610,APP_001363,Immatrikulationsbescheinigung,Student,Received,2024-09-28 03:48:32,True,False,False
DOC_005611,APP_001363,Formblatt 3,Eltern,Received,2024-09-28 03:48:32,True,False,False
DOC_005612,APP_001363,Einkommensnachweis Eltern,Eltern,Received,2024-09-12 18:32:39,True,False,False
DOC_005613,APP_001363,Mietbescheinigung,Student,Received,2024-09-28 03:48:32,True,False,False
DOC_005614,APP_001364,Formblatt 1,Student,Received,2024-09-29 05:02:00,True,False,False
DOC_005615,APP_001364,Immatrikulationsbescheinigung,Student,Received,2024-10-17 23:07:49,True,False,False
DOC_005616,APP_001364,Formblatt 3,Eltern,Received,2024-09-29 05:02:00,True,False,False
DOC_005617,APP_001364,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 07:06:11,True,False,False
DOC_005618,APP_001364,Mietbescheinigung,Student,Received,2024-09-29 05:02:00,True,False,False
DOC_005619,APP_001365,Formblatt 1,Student,Received,2024-09-25 15:25:30,True,False,False
DOC_005620,APP_001365,Immatrikulationsbescheinigung,Student,Received,2024-09-25 15:25:30,True,False,False
DOC_005621,APP_001365,Formblatt 3,Eltern,Received,2024-09-25 15:25:30,True,False,False
DOC_005622,APP_001365,Einkommensnachweis Eltern,Eltern,Received,2024-10-11 11:15:59,True,False,False
DOC_005623,APP_001366,Formblatt 1,Student,Received,2024-09-27 13:03:04,True,False,False
DOC_005624,APP_001366,Immatrikulationsbescheinigung,Student,Received,2024-10-08 09:22:15,True,False,False
DOC_005625,APP_001366,Formblatt 3,Eltern,Received,2024-09-27 13:03:04,True,False,False
DOC_005626,APP_001366,Einkommensnachweis Eltern,Eltern,Received,2024-09-27 13:03:04,True,False,False
DOC_005627,APP_001366,Mietbescheinigung,Student,Received,2024-09-27 13:03:04,True,False,False
DOC_005628,APP_001367,Formblatt 1,Student,Received,2024-09-13 16:18:35,True,False,False
DOC_005629,APP_001367,Immatrikulationsbescheinigung,Student,Received,2024-09-13 16:18:35,True,False,False
DOC_005630,APP_001367,Mietbescheinigung,Student,Received,2024-09-13 16:18:35,True,False,False
DOC_005631,APP_001368,Formblatt 1,Student,Missing,,False,False,False
DOC_005632,APP_001368,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_005633,APP_001368,Formblatt 3,Eltern,Missing,,False,False,False
DOC_005634,APP_001368,Einkommensnachweis Eltern,Eltern,Received,2024-09-16 10:02:15,True,False,False
DOC_005635,APP_001368,Mietbescheinigung,Student,Missing,,False,False,False
DOC_005636,APP_001369,Formblatt 1,Student,Received,2024-09-27 16:42:55,True,False,False
DOC_005637,APP_001369,Immatrikulationsbescheinigung,Student,Received,2024-09-27 16:42:55,True,False,False
DOC_005638,APP_001369,Formblatt 3,Eltern,Received,2024-09-27 16:42:55,True,False,False
DOC_005639,APP_001369,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 08:05:29,True,False,False
DOC_005640,APP_001370,Formblatt 1,Student,Received,2024-09-29 21:00:20,True,False,False
DOC_005641,APP_001370,Immatrikulationsbescheinigung,Student,Received,2024-09-29 21:00:20,True,False,False
DOC_005642,APP_001370,Formblatt 3,Eltern,Received,2024-09-29 21:00:20,True,False,False
DOC_005643,APP_001370,Einkommensnachweis Eltern,Eltern,Received,2024-09-29 21:00:20,True,False,False
DOC_005644,APP_001370,Mietbescheinigung,Student,Received,2024-09-29 21:00:20,True,False,False
DOC_005645,APP_001371,Formblatt 1,Student,Received,2024-10-20 16:28:25,True,False,False
DOC_005646,APP_001371,Immatrikulationsbescheinigung,Student,Received,2024-10-06 07:48:35,True,False,False
DOC_005647,APP_001371,Formblatt 3,Eltern,Received,2024-10-06 07:48:35,True,False,False
DOC_005648,APP_001371,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 21:30:20,True,False,False
DOC_005649,APP_001372,Formblatt 1,Student,Received,2024-09-14 23:06:38,True,False,False
DOC_005650,APP_001372,Immatrikulationsbescheinigung,Student,Received,2024-09-14 23:06:38,True,False,False
DOC_005651,APP_001372,Mietbescheinigung,Student,Received,2024-09-14 23:06:38,True,False,False
DOC_005652,APP_001373,Formblatt 1,Student,Received,2024-11-07 04:56:16,True,False,False
DOC_005653,APP_001373,Immatrikulationsbescheinigung,Student,Received,2024-09-28 06:20:12,True,False,False
DOC_005654,APP_001373,Formblatt 3,Eltern,Received,2024-09-28 06:20:12,True,False,False
DOC_005655,APP_001373,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 19:07:32,True,False,False
DOC_005656,APP_001374,Formblatt 1,Student,Received,2024-09-16 15:57:26,True,False,False
DOC_005657,APP_001374,Immatrikulationsbescheinigung,Student,Received,2024-09-16 15:57:26,True,False,False
DOC_005658,APP_001375,Formblatt 1,Student,Received,2024-09-30 23:36:12,True,False,False
DOC_005659,APP_001375,Immatrikulationsbescheinigung,Student,Received,2024-09-30 23:36:12,True,False,False
DOC_005660,APP_001375,Formblatt 3,Eltern,Received,2024-09-30 23:36:12,True,False,False
DOC_005661,APP_001375,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 17:51:45,True,False,False
DOC_005662,APP_001376,Formblatt 1,Student,Received,2024-09-24 16:04:55,True,False,False
DOC_005663,APP_001376,Immatrikulationsbescheinigung,Student,Received,2024-09-24 16:04:55,True,False,False
DOC_005664,APP_001376,Mietbescheinigung,Student,Received,2024-09-24 16:04:55,True,False,False
DOC_005665,APP_001377,Formblatt 1,Student,Received,2024-09-22 19:04:26,True,False,False
DOC_005666,APP_001377,Immatrikulationsbescheinigung,Student,Received,2024-09-22 19:04:26,True,False,False
DOC_005667,APP_001377,Formblatt 3,Eltern,Received,2024-09-22 19:04:26,True,False,False
DOC_005668,APP_001377,Einkommensnachweis Eltern,Eltern,Received,2024-09-08 20:25:43,True,False,False
DOC_005669,APP_001377,Mietbescheinigung,Student,Received,2024-09-22 19:04:26,True,False,False
DOC_005670,APP_001378,Formblatt 1,Student,Received,2024-10-23 15:51:08,True,False,False
DOC_005671,APP_001378,Immatrikulationsbescheinigung,Student,Received,2024-10-06 05:41:57,True,False,False
DOC_005672,APP_001378,Formblatt 3,Eltern,Received,2024-10-06 05:41:57,True,False,False
DOC_005673,APP_001378,Einkommensnachweis Eltern,Eltern,Received,2024-09-18 05:44:45,True,False,False
DOC_005674,APP_001378,Mietbescheinigung,Student,Received,2024-10-06 05:41:57,True,False,False
DOC_005675,APP_001379,Formblatt 1,Student,Received,2024-10-02 00:13:07,True,False,False
DOC_005676,APP_001379,Immatrikulationsbescheinigung,Student,Received,2024-09-20 08:51:48,True,False,False
DOC_005677,APP_001379,Mietbescheinigung,Student,Received,2024-09-20 08:51:48,True,False,False
DOC_005678,APP_001380,Formblatt 1,Student,Received,2024-09-30 21:48:59,True,False,False
DOC_005679,APP_001380,Immatrikulationsbescheinigung,Student,Received,2024-09-30 21:48:59,True,False,False
DOC_005680,APP_001380,Formblatt 3,Eltern,Received,2024-09-30 21:48:59,True,False,False
DOC_005681,APP_001380,Einkommensnachweis Eltern,Eltern,Received,2024-09-19 04:46:41,True,False,False
DOC_005682,APP_001381,Formblatt 1,Student,Received,2024-10-15 18:20:27,True,False,False
DOC_005683,APP_001381,Immatrikulationsbescheinigung,Student,Received,2024-10-07 16:59:25,True,False,False
DOC_005684,APP_001381,Formblatt 3,Eltern,Received,2024-10-07 16:59:25,True,False,False
DOC_005685,APP_001381,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 15:23:19,True,False,False
DOC_005686,APP_001381,Mietbescheinigung,Student,Received,2024-10-07 16:59:25,True,False,False
DOC_005687,APP_001382,Formblatt 1,Student,Received,2024-09-24 10:09:20,True,False,False
DOC_005688,APP_001382,Immatrikulationsbescheinigung,Student,Received,2024-09-24 10:09:20,True,False,False
DOC_005689,APP_001383,Formblatt 1,Student,Received,2024-09-23 18:51:43,True,False,False
DOC_005690,APP_001383,Immatrikulationsbescheinigung,Student,Received,2024-09-23 18:51:43,True,False,False
DOC_005691,APP_001383,Formblatt 3,Eltern,Received,2024-09-23 18:51:43,True,False,False
DOC_005692,APP_001383,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 10:23:18,True,False,False
DOC_005693,APP_001384,Formblatt 1,Student,Received,2024-10-08 05:06:31,True,False,False
DOC_005694,APP_001384,Immatrikulationsbescheinigung,Student,Received,2024-10-08 05:06:31,True,False,False
DOC_005695,APP_001384,Formblatt 3,Eltern,Received,2024-10-08 05:06:31,True,False,False
DOC_005696,APP_001384,Einkommensnachweis Eltern,Eltern,Received,2024-09-13 22:04:25,True,False,False
DOC_005697,APP_001384,Mietbescheinigung,Student,Received,2024-10-08 05:06:31,True,False,False
DOC_005698,APP_001385,Formblatt 1,Student,Received,2024-09-22 17:36:38,True,False,False
DOC_005699,APP_001385,Immatrikulationsbescheinigung,Student,Received,2024-09-22 17:36:38,True,False,False
DOC_005700,APP_001385,Formblatt 3,Eltern,Received,2024-09-22 17:36:38,True,False,False
DOC_005701,APP_001385,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 16:47:36,True,False,False
DOC_005702,APP_001386,Formblatt 1,Student,Received,2024-09-30 02:52:52,True,False,False
DOC_005703,APP_001386,Immatrikulationsbescheinigung,Student,Received,2024-09-30 02:52:52,True,False,False
DOC_005704,APP_001386,Formblatt 3,Eltern,Received,2024-09-30 02:52:52,True,False,False
DOC_005705,APP_001386,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 08:00:07,True,False,False
DOC_005706,APP_001386,Mietbescheinigung,Student,Received,2024-09-30 02:52:52,True,False,False
DOC_005707,APP_001387,Formblatt 1,Student,Received,2024-10-03 16:32:48,True,False,False
DOC_005708,APP_001387,Immatrikulationsbescheinigung,Student,Received,2024-10-03 16:32:48,True,False,False
DOC_005709,APP_001387,Formblatt 3,Eltern,Received,2024-10-03 16:32:48,True,False,False
DOC_005710,APP_001387,Einkommensnachweis Eltern,Eltern,Received,2024-09-18 04:49:04,True,False,False
DOC_005711,APP_001387,Mietbescheinigung,Student,Received,2024-10-03 16:32:48,True,False,False
DOC_005712,APP_001388,Formblatt 1,Student,Received,2024-10-04 09:59:52,True,False,False
DOC_005713,APP_001388,Immatrikulationsbescheinigung,Student,Received,2024-10-04 09:59:52,True,False,False
DOC_005714,APP_001388,Formblatt 3,Eltern,Received,2024-10-04 09:59:52,True,False,False
DOC_005715,APP_001388,Einkommensnachweis Eltern,Eltern,Received,2024-10-04 09:59:52,True,False,False
DOC_005716,APP_001388,Mietbescheinigung,Student,Received,2024-10-13 07:23:01,True,False,False
DOC_005717,APP_001389,Formblatt 1,Student,Received,2024-09-26 21:26:10,True,False,False
DOC_005718,APP_001389,Immatrikulationsbescheinigung,Student,Received,2024-09-26 21:26:10,True,False,False
DOC_005719,APP_001389,Formblatt 3,Eltern,Received,2024-09-26 21:26:10,True,False,False
DOC_005720,APP_001389,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 08:59:19,True,False,False
DOC_005721,APP_001389,Mietbescheinigung,Student,Received,2024-09-26 21:26:10,True,False,False
DOC_005722,APP_001390,Formblatt 1,Student,Received,2024-09-18 20:50:25,True,False,False
DOC_005723,APP_001390,Immatrikulationsbescheinigung,Student,Received,2024-09-18 20:50:25,True,False,False
DOC_005724,APP_001390,Formblatt 3,Eltern,Received,2024-09-18 20:50:25,True,False,False
DOC_005725,APP_001390,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 20:43:01,True,False,False
DOC_005726,APP_001391,Formblatt 1,Student,Received,2024-10-02 12:12:43,True,False,False
DOC_005727,APP_001391,Immatrikulationsbescheinigung,Student,Received,2024-10-02 12:12:43,True,False,False
DOC_005728,APP_001391,Formblatt 3,Eltern,Received,2024-10-02 12:12:43,True,False,False
DOC_005729,APP_001391,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 17:28:39,True,False,False
DOC_005730,APP_001392,Formblatt 1,Student,Received,2024-09-23 21:49:44,True,False,False
DOC_005731,APP_001392,Immatrikulationsbescheinigung,Student,Received,2024-09-23 21:49:44,True,False,False
DOC_005732,APP_001392,Formblatt 3,Eltern,Received,2024-09-23 21:49:44,True,False,False
DOC_005733,APP_001392,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 23:53:02,True,False,False
DOC_005734,APP_001392,Mietbescheinigung,Student,Received,2024-09-23 21:49:44,True,False,False
DOC_005735,APP_001393,Formblatt 1,Student,Received,2024-10-06 12:53:58,True,False,False
DOC_005736,APP_001393,Immatrikulationsbescheinigung,Student,Received,2024-10-06 12:53:58,True,False,False
DOC_005737,APP_001393,Formblatt 3,Eltern,Received,2024-09-25 01:23:53,True,False,False
