case_id;event_id;activity;timestamp;sorting_integer;case_sorting_integer;org_resource
APP_000337;E_003955;Review Document;2024-10-18 06:13:52;3955;6;Clerk
APP_000175;E_003956;Receive Missing Documents;2024-10-18 06:15:19;3956;8;System
APP_000337;E_003957;Request Missing Documents;2024-10-18 06:29:08;3957;7;Clerk
APP_000175;E_003958;Review Document;2024-10-18 06:37:41;3958;9;Clerk
APP_000240;E_003959;Receive Missing Documents;2024-10-18 06:42:13;3959;6;System
APP_000175;E_003960;Request Missing Documents;2024-10-18 06:45:24;3960;10;Clerk
APP_000240;E_003961;Review Document;2024-10-18 07:12:55;3961;7;Clerk
APP_000255;E_003962;Receive Missing Documents;2024-10-18 07:14:34;3962;9;System
APP_000240;E_003963;Request Missing Documents;2024-10-18 07:29:38;3963;8;Clerk
APP_000255;E_003964;Review Document;2024-10-18 07:32:17;3964;10;Clerk
APP_000424;E_003965;Application started;2024-10-18 07:41:06;3965;1;System
APP_000424;E_003966;Request Parent Data;2024-10-18 07:42:52;3966;2;System
APP_000255;E_003967;Assess Application;2024-10-18 08:01:17;3967;11;Clerk
APP_000425;E_003968;Application started;2024-10-18 08:09:11;3968;1;System
APP_000425;E_003969;Request Parent Data;2024-10-18 08:10:47;3969;2;System
APP_000366;E_003970;Receive Parent Data;2024-10-18 08:23:02;3970;3;System
APP_000366;E_003971;Send Application Mail;2024-10-18 08:24:13;3971;4;System
APP_000255;E_003972;Calculate Claim;2024-10-18 08:28:06;3972;12;Clerk
APP_000366;E_003973;Receive Application;2024-10-18 08:28:15;3973;5;System
APP_000366;E_003974;Request Missing Documents;2024-10-18 08:48:29;3974;6;Clerk
APP_000255;E_003975;Send Notification;2024-10-18 08:48:56;3975;13;Clerk
APP_000255;E_003976;Application handled;2024-10-18 08:48:56;3976;14;System
APP_000426;E_003977;Application started;2024-10-18 08:53:40;3977;1;System
APP_000426;E_003978;Request Parent Data;2024-10-18 08:54:40;3978;2;System
APP_000427;E_003979;Application started;2024-10-18 09:46:04;3979;1;System
APP_000427;E_003980;Request Parent Data;2024-10-18 09:47:53;3980;2;System
APP_000244;E_003981;Receive Parent Data;2024-10-18 09:57:34;3981;3;System
APP_000244;E_003982;Send Application Mail;2024-10-18 09:58:45;3982;4;System
APP_000244;E_003983;Receive Application;2024-10-18 10:03:01;3983;5;System
APP_000244;E_003984;Review Document;2024-10-18 10:20:00;3984;6;Clerk
APP_000244;E_003985;Request Missing Documents;2024-10-18 10:27:11;3985;7;Clerk
APP_000378;E_003986;Receive Parent Data;2024-10-18 10:47:13;3986;3;System
APP_000378;E_003987;Send Application Mail;2024-10-18 10:50:09;3987;4;System
APP_000378;E_003988;Receive Application;2024-10-18 10:52:14;3988;5;System
APP_000378;E_003989;Review Document;2024-10-18 11:15:38;3989;6;Clerk
APP_000378;E_003990;Request Missing Documents;2024-10-18 11:25:22;3990;7;Clerk
APP_000396;E_003991;Receive Missing Documents;2024-10-18 11:30:27;3991;8;System
APP_000396;E_003992;Review Document;2024-10-18 11:45:38;3992;9;Clerk
APP_000396;E_003993;Request Missing Documents;2024-10-18 11:59:43;3993;10;Clerk
APP_000177;E_003994;Receive Missing Documents;2024-10-18 12:45:42;3994;8;System
APP_000428;E_003995;Application started;2024-10-18 12:52:57;3995;1;System
APP_000428;E_003996;Request Parent Data;2024-10-18 12:53:37;3996;2;System
APP_000177;E_003997;Review Document;2024-10-18 13:17:09;3997;9;Clerk
APP_000123;E_003998;Receive Missing Documents;2024-10-18 13:18:51;3998;8;System
APP_000177;E_003999;Request Missing Documents;2024-10-18 13:33:34;3999;10;Clerk
APP_000293;E_004000;Receive Missing Documents;2024-10-18 13:39:41;4000;11;System
APP_000118;E_004001;Receive Missing Documents;2024-10-18 13:41:46;4001;11;System
APP_000293;E_004002;Review Document;2024-10-18 13:56:46;4002;12;Clerk
APP_000123;E_004003;Review Document;2024-10-18 13:58:14;4003;9;Clerk
APP_000118;E_004004;Review Document;2024-10-18 13:59:51;4004;12;Clerk
APP_000123;E_004005;Assess Application;2024-10-18 14:15:59;4005;10;Clerk
APP_000293;E_004006;Assess Application;2024-10-18 14:25:30;4006;13;Clerk
APP_000118;E_004007;Assess Application;2024-10-18 14:30:03;4007;13;Clerk
APP_000123;E_004008;Calculate Claim;2024-10-18 14:37:39;4008;11;Clerk
APP_000118;E_004009;Calculate Claim;2024-10-18 14:49:22;4009;14;Clerk
APP_000123;E_004010;Send Notification;2024-10-18 14:50:56;4010;12;Clerk
APP_000123;E_004011;Application handled;2024-10-18 14:50:56;4011;13;System
APP_000293;E_004012;Calculate Claim;2024-10-18 14:56:58;4012;14;Clerk
APP_000118;E_004013;Send Notification;2024-10-18 14:59:02;4013;15;Clerk
APP_000118;E_004014;Application handled;2024-10-18 14:59:02;4014;16;System
APP_000403;E_004015;Receive Parent Data;2024-10-18 15:02:06;4015;3;System
APP_000403;E_004016;Send Application Mail;2024-10-18 15:03:49;4016;4;System
APP_000403;E_004017;Receive Application;2024-10-18 15:04:56;4017;5;System
APP_000293;E_004018;Send Notification;2024-10-18 15:08:07;4018;15;Clerk
APP_000293;E_004019;Application handled;2024-10-18 15:08:07;4019;16;System
APP_000276;E_004020;Receive Missing Documents;2024-10-18 15:09:48;4020;11;System
APP_000276;E_004021;Review Document;2024-10-18 15:24:07;4021;12;Clerk
APP_000403;E_004022;Review Document;2024-10-18 15:30:40;4022;6;Clerk
APP_000276;E_004023;Assess Application;2024-10-18 15:39:12;4023;13;Clerk
APP_000236;E_004024;Receive Missing Documents;2024-10-18 15:40:14;4024;8;System
APP_000276;E_004025;Calculate Claim;2024-10-18 15:59:19;4025;14;Clerk
APP_000403;E_004026;Assess Application;2024-10-18 15:59:52;4026;7;Clerk
APP_000236;E_004027;Review Document;2024-10-18 16:01:05;4027;9;Clerk
APP_000276;E_004028;Send Notification;2024-10-18 16:09:06;4028;15;Clerk
APP_000276;E_004029;Application handled;2024-10-18 16:09:06;4029;16;System
APP_000403;E_004030;Calculate Claim;2024-10-18 16:16:40;4030;8;Clerk
APP_000236;E_004031;Assess Application;2024-10-18 16:26:52;4031;10;Clerk
APP_000403;E_004032;Send Notification;2024-10-18 16:30:01;4032;9;Clerk
APP_000403;E_004033;Application handled;2024-10-18 16:30:01;4033;10;System
APP_000236;E_004034;Calculate Claim;2024-10-18 16:36:52;4034;11;Clerk
APP_000429;E_004035;Application started;2024-10-18 16:47:49;4035;1;System
APP_000429;E_004036;Request Parent Data;2024-10-18 16:49:47;4036;2;System
APP_000236;E_004037;Send Notification;2024-10-18 16:53:07;4037;12;Clerk
APP_000236;E_004038;Application handled;2024-10-18 16:53:07;4038;13;System
APP_000332;E_004039;Receive Parent Data;2024-10-18 16:55:17;4039;3;System
APP_000332;E_004040;Send Application Mail;2024-10-18 16:57:37;4040;4;System
APP_000332;E_004041;Receive Application;2024-10-18 16:59:58;4041;5;System
APP_000430;E_004042;Application started;2024-10-18 17:04:38;4042;1;System
APP_000430;E_004043;Request Parent Data;2024-10-18 17:05:47;4043;2;System
APP_000431;E_004044;Application started;2024-10-18 17:10:17;4044;1;System
APP_000431;E_004045;Request Parent Data;2024-10-18 17:11:18;4045;2;System
APP_000247;E_004046;Receive Parent Data;2024-10-18 17:21:54;4046;3;System
APP_000247;E_004047;Send Application Mail;2024-10-18 17:24:16;4047;4;System
APP_000432;E_004048;Application started;2024-10-18 17:26:13;4048;1;System
APP_000432;E_004049;Request Parent Data;2024-10-18 17:26:44;4049;2;System
APP_000247;E_004050;Receive Application;2024-10-18 17:26:48;4050;5;System
APP_000332;E_004051;Review Document;2024-10-18 17:32:34;4051;6;Clerk
APP_000249;E_004052;Receive Parent Data;2024-10-18 17:44:21;4052;3;System
APP_000249;E_004053;Send Application Mail;2024-10-18 17:46:17;4053;4;System
APP_000332;E_004054;Request Missing Documents;2024-10-18 17:47:50;4054;7;Clerk
APP_000249;E_004055;Receive Application;2024-10-18 17:49:16;4055;5;System
APP_000433;E_004056;Application started;2024-10-18 17:56:09;4056;1;System
APP_000433;E_004057;Request Parent Data;2024-10-18 17:57:01;4057;2;System
APP_000247;E_004058;Review Document;2024-10-18 17:59:11;4058;6;Clerk
APP_000249;E_004059;Review Document;2024-10-18 18:07:51;4059;6;Clerk
APP_000247;E_004060;Request Missing Documents;2024-10-18 18:08:12;4060;7;Clerk
APP_000434;E_004061;Application started;2024-10-18 18:08:29;4061;1;System
APP_000434;E_004062;Request Parent Data;2024-10-18 18:10:13;4062;2;System
APP_000249;E_004063;Assess Application;2024-10-18 18:37:25;4063;7;Clerk
APP_000250;E_004064;Receive Parent Data;2024-10-18 18:39:48;4064;3;System
APP_000250;E_004065;Send Application Mail;2024-10-18 18:41:42;4065;4;System
APP_000250;E_004066;Receive Application;2024-10-18 18:44:59;4066;5;System
APP_000249;E_004067;Calculate Claim;2024-10-18 18:47:25;4067;8;Clerk
APP_000249;E_004068;Send Notification;2024-10-18 18:59:16;4068;9;Clerk
APP_000249;E_004069;Application handled;2024-10-18 18:59:16;4069;10;System
APP_000250;E_004070;Request Missing Documents;2024-10-18 19:00:17;4070;6;Clerk
APP_000435;E_004071;Application started;2024-10-18 19:16:18;4071;1;System
APP_000435;E_004072;Request Parent Data;2024-10-18 19:17:55;4072;2;System
APP_000436;E_004073;Application started;2024-10-18 19:46:00;4073;1;System
APP_000436;E_004074;Send Application Mail;2024-10-18 19:47:49;4074;2;System
APP_000436;E_004075;Receive Application;2024-10-18 19:51:03;4075;3;System
APP_000437;E_004076;Application started;2024-10-18 19:54:46;4076;1;System
APP_000438;E_004077;Application started;2024-10-18 19:55:04;4077;1;System
APP_000437;E_004078;Request Parent Data;2024-10-18 19:56:36;4078;2;System
APP_000438;E_004079;Request Parent Data;2024-10-18 19:56:59;4079;2;System
APP_000436;E_004080;Assess Application;2024-10-18 20:10:42;4080;4;Clerk
APP_000439;E_004081;Application started;2024-10-18 20:33:37;4081;1;System
APP_000436;E_004082;Calculate Claim;2024-10-18 20:33:52;4082;5;Clerk
APP_000439;E_004083;Send Application Mail;2024-10-18 20:36:19;4083;2;System
APP_000439;E_004084;Receive Application;2024-10-18 20:38:38;4084;3;System
APP_000436;E_004085;Send Notification;2024-10-18 20:46:53;4085;6;Clerk
APP_000436;E_004086;Application handled;2024-10-18 20:46:53;4086;7;System
APP_000440;E_004087;Application started;2024-10-18 20:53:32;4087;1;System
APP_000440;E_004088;Request Parent Data;2024-10-18 20:55:07;4088;2;System
APP_000320;E_004089;Receive Parent Data;2024-10-18 20:56:07;4089;3;System
APP_000320;E_004090;Send Application Mail;2024-10-18 20:57:21;4090;4;System
APP_000320;E_004091;Receive Application;2024-10-18 21:01:23;4091;5;System
APP_000439;E_004092;Review Document;2024-10-18 21:11:19;4092;4;Clerk
APP_000441;E_004093;Application started;2024-10-18 21:11:32;4093;1;System
APP_000441;E_004094;Request Parent Data;2024-10-18 21:12:52;4094;2;System
APP_000320;E_004095;Review Document;2024-10-18 21:22:00;4095;6;Clerk
APP_000439;E_004096;Assess Application;2024-10-18 21:30:43;4096;5;Clerk
APP_000439;E_004097;Send Rejection;2024-10-18 21:42:35;4097;6;Clerk
APP_000439;E_004098;Application handled;2024-10-18 21:42:35;4098;7;System
APP_000320;E_004099;Assess Application;2024-10-18 21:46:33;4099;7;Clerk
APP_000077;E_004100;Receive Missing Documents;2024-10-18 21:55:07;4100;11;System
APP_000320;E_004101;Calculate Claim;2024-10-18 22:07:54;4101;8;Clerk
APP_000320;E_004102;Send Notification;2024-10-18 22:13:10;4102;9;Clerk
APP_000320;E_004103;Application handled;2024-10-18 22:13:10;4103;10;System
APP_000077;E_004104;Review Document;2024-10-18 22:26:04;4104;12;Clerk
APP_000369;E_004105;Receive Parent Data;2024-10-18 22:36:13;4105;3;System
APP_000369;E_004106;Send Application Mail;2024-10-18 22:38:02;4106;4;System
APP_000442;E_004107;Application started;2024-10-18 22:39:52;4107;1;System
APP_000369;E_004108;Receive Application;2024-10-18 22:40:03;4108;5;System
APP_000405;E_004109;Receive Parent Data;2024-10-18 22:40:34;4109;3;System
APP_000405;E_004110;Send Application Mail;2024-10-18 22:42:29;4110;4;System
APP_000442;E_004111;Send Application Mail;2024-10-18 22:42:44;4111;2;System
APP_000442;E_004112;Receive Application;2024-10-18 22:46:36;4112;3;System
APP_000405;E_004113;Receive Application;2024-10-18 22:46:36;4113;5;System
APP_000077;E_004114;Assess Application;2024-10-18 22:46:49;4114;13;Clerk
APP_000077;E_004115;Send Rejection;2024-10-18 22:55:35;4115;14;Clerk
APP_000077;E_004116;Application handled;2024-10-18 22:55:35;4116;15;System
APP_000369;E_004117;Review Document;2024-10-18 23:06:32;4117;6;Clerk
APP_000442;E_004118;Review Document;2024-10-18 23:09:32;4118;4;Clerk
APP_000369;E_004119;Request Missing Documents;2024-10-18 23:17:05;4119;7;Clerk
APP_000442;E_004120;Request Missing Documents;2024-10-18 23:17:16;4120;5;Clerk
APP_000317;E_004121;Receive Parent Data;2024-10-18 23:20:53;4121;3;System
APP_000405;E_004122;Review Document;2024-10-18 23:21:02;4122;6;Clerk
APP_000317;E_004123;Send Application Mail;2024-10-18 23:23:26;4123;4;System
APP_000092;E_004124;Receive Missing Documents;2024-10-18 23:24:26;4124;10;System
APP_000317;E_004125;Receive Application;2024-10-18 23:27:04;4125;5;System
APP_000405;E_004126;Request Missing Documents;2024-10-18 23:27:41;4126;7;Clerk
APP_000317;E_004127;Review Document;2024-10-18 23:50:05;4127;6;Clerk
APP_000092;E_004128;Review Document;2024-10-19 00:01:46;4128;11;Clerk
APP_000443;E_004129;Application started;2024-10-19 00:04:37;4129;1;System
APP_000443;E_004130;Request Parent Data;2024-10-19 00:06:30;4130;2;System
APP_000192;E_004131;Receive Missing Documents;2024-10-19 00:08:48;4131;11;System
APP_000092;E_004132;Send Rejection;2024-10-19 00:10:22;4132;12;Clerk
APP_000092;E_004133;Application handled;2024-10-19 00:10:22;4133;13;System
APP_000317;E_004134;Assess Application;2024-10-19 00:19:39;4134;7;Clerk
APP_000192;E_004135;Review Document;2024-10-19 00:38:00;4135;12;Clerk
APP_000317;E_004136;Calculate Claim;2024-10-19 00:44:39;4136;8;Clerk
APP_000361;E_004137;Receive Parent Data;2024-10-19 00:53:45;4137;3;System
APP_000361;E_004138;Send Application Mail;2024-10-19 00:55:06;4138;4;System
APP_000317;E_004139;Send Notification;2024-10-19 00:56:54;4139;9;Clerk
APP_000317;E_004140;Application handled;2024-10-19 00:56:54;4140;10;System
APP_000192;E_004141;Assess Application;2024-10-19 00:57:51;4141;13;Clerk
APP_000361;E_004142;Receive Application;2024-10-19 00:59:22;4142;5;System
APP_000192;E_004143;Calculate Claim;2024-10-19 01:21:36;4143;14;Clerk
APP_000361;E_004144;Review Document;2024-10-19 01:34:33;4144;6;Clerk
APP_000192;E_004145;Send Notification;2024-10-19 01:35:43;4145;15;Clerk
APP_000192;E_004146;Application handled;2024-10-19 01:35:43;4146;16;System
APP_000361;E_004147;Request Missing Documents;2024-10-19 01:52:30;4147;7;Clerk
APP_000444;E_004148;Application started;2024-10-19 03:23:06;4148;1;System
APP_000444;E_004149;Request Parent Data;2024-10-19 03:24:14;4149;2;System
APP_000239;E_004150;Receive Missing Documents;2024-10-19 04:04:05;4150;8;System
APP_000239;E_004151;Review Document;2024-10-19 04:36:36;4151;9;Clerk
APP_000275;E_004152;Receive Parent Data;2024-10-19 04:42:17;4152;3;System
APP_000275;E_004153;Send Application Mail;2024-10-19 04:44:40;4153;4;System
APP_000275;E_004154;Receive Application;2024-10-19 04:46:39;4154;5;System
APP_000239;E_004155;Request Missing Documents;2024-10-19 04:58:14;4155;10;Clerk
APP_000275;E_004156;Review Document;2024-10-19 05:06:37;4156;6;Clerk
APP_000275;E_004157;Assess Application;2024-10-19 05:35:19;4157;7;Clerk
APP_000275;E_004158;Send Rejection;2024-10-19 05:48:12;4158;8;Clerk
APP_000275;E_004159;Application handled;2024-10-19 05:48:12;4159;9;System
APP_000225;E_004160;Receive Missing Documents;2024-10-19 06:44:24;4160;8;System
APP_000445;E_004161;Application started;2024-10-19 07:02:03;4161;1;System
APP_000445;E_004162;Send Application Mail;2024-10-19 07:04:44;4162;2;System
APP_000445;E_004163;Receive Application;2024-10-19 07:07:55;4163;3;System
APP_000225;E_004164;Review Document;2024-10-19 07:12:39;4164;9;Clerk
APP_000225;E_004165;Request Missing Documents;2024-10-19 07:33:51;4165;10;Clerk
APP_000445;E_004166;Review Document;2024-10-19 07:36:43;4166;4;Clerk
APP_000445;E_004167;Request Missing Documents;2024-10-19 07:51:40;4167;5;Clerk
APP_000116;E_004168;Receive Missing Documents;2024-10-19 09:53:59;4168;8;System
APP_000219;E_004169;Receive Missing Documents;2024-10-19 09:58:46;4169;11;System
APP_000219;E_004170;Review Document;2024-10-19 10:23:07;4170;12;Clerk
APP_000116;E_004171;Review Document;2024-10-19 10:25:34;4171;9;Clerk
APP_000116;E_004172;Request Missing Documents;2024-10-19 10:34:38;4172;10;Clerk
APP_000219;E_004173;Assess Application;2024-10-19 10:39:36;4173;13;Clerk
APP_000219;E_004174;Calculate Claim;2024-10-19 11:06:12;4174;14;Clerk
APP_000388;E_004175;Receive Parent Data;2024-10-19 11:14:49;4175;3;System
APP_000219;E_004176;Send Notification;2024-10-19 11:14:55;4176;15;Clerk
APP_000219;E_004177;Application handled;2024-10-19 11:14:55;4177;16;System
APP_000388;E_004178;Send Application Mail;2024-10-19 11:17:39;4178;4;System
APP_000388;E_004179;Receive Application;2024-10-19 11:19:11;4179;5;System
APP_000418;E_004180;Receive Missing Documents;2024-10-19 11:37:58;4180;8;System
APP_000388;E_004181;Review Document;2024-10-19 11:38:42;4181;6;Clerk
APP_000388;E_004182;Request Missing Documents;2024-10-19 11:45:40;4182;7;Clerk
APP_000175;E_004183;Receive Missing Documents;2024-10-19 11:56:48;4183;11;System
APP_000418;E_004184;Review Document;2024-10-19 12:00:22;4184;9;Clerk
APP_000175;E_004185;Review Document;2024-10-19 12:12:11;4185;12;Clerk
APP_000418;E_004186;Assess Application;2024-10-19 12:25:35;4186;10;Clerk
APP_000175;E_004187;Assess Application;2024-10-19 12:38:45;4187;13;Clerk
APP_000418;E_004188;Calculate Claim;2024-10-19 12:43:43;4188;11;Clerk
APP_000418;E_004189;Send Notification;2024-10-19 12:54:27;4189;12;Clerk
APP_000418;E_004190;Application handled;2024-10-19 12:54:27;4190;13;System
APP_000175;E_004191;Calculate Claim;2024-10-19 13:06:41;4191;14;Clerk
APP_000175;E_004192;Send Notification;2024-10-19 13:22:00;4192;15;Clerk
APP_000175;E_004193;Application handled;2024-10-19 13:22:00;4193;16;System
APP_000301;E_004194;Receive Parent Data;2024-10-19 13:45:47;4194;3;System
APP_000301;E_004195;Send Application Mail;2024-10-19 13:47:57;4195;4;System
APP_000301;E_004196;Receive Application;2024-10-19 13:52:43;4196;5;System
APP_000243;E_004197;Receive Missing Documents;2024-10-19 14:04:33;4197;8;System
APP_000301;E_004198;Review Document;2024-10-19 14:21:54;4198;6;Clerk
APP_000261;E_004199;Receive Parent Data;2024-10-19 14:29:55;4199;3;System
APP_000301;E_004200;Request Missing Documents;2024-10-19 14:30:24;4200;7;Clerk
APP_000261;E_004201;Send Application Mail;2024-10-19 14:32:43;4201;4;System
APP_000261;E_004202;Receive Application;2024-10-19 14:35:51;4202;5;System
APP_000243;E_004203;Review Document;2024-10-19 14:36:02;4203;9;Clerk
APP_000243;E_004204;Request Missing Documents;2024-10-19 14:52:48;4204;10;Clerk
APP_000261;E_004205;Review Document;2024-10-19 15:02:03;4205;6;Clerk
APP_000318;E_004206;Receive Missing Documents;2024-10-19 15:13:39;4206;8;System
APP_000261;E_004207;Assess Application;2024-10-19 15:21:20;4207;7;Clerk
APP_000318;E_004208;Review Document;2024-10-19 15:34:23;4208;9;Clerk
APP_000261;E_004209;Calculate Claim;2024-10-19 15:36:15;4209;8;Clerk
APP_000261;E_004210;Send Notification;2024-10-19 15:43:40;4210;9;Clerk
APP_000261;E_004211;Application handled;2024-10-19 15:43:40;4211;10;System
APP_000318;E_004212;Assess Application;2024-10-19 16:04:17;4212;10;Clerk
APP_000212;E_004213;Receive Missing Documents;2024-10-19 16:20:24;4213;8;System
APP_000318;E_004214;Calculate Claim;2024-10-19 16:29:00;4214;11;Clerk
APP_000318;E_004215;Send Notification;2024-10-19 16:42:36;4215;12;Clerk
APP_000318;E_004216;Application handled;2024-10-19 16:42:36;4216;13;System
APP_000306;E_004217;Receive Missing Documents;2024-10-19 16:50:55;4217;8;System
APP_000212;E_004218;Review Document;2024-10-19 16:52:43;4218;9;Clerk
APP_000212;E_004219;Request Missing Documents;2024-10-19 17:10:31;4219;10;Clerk
APP_000306;E_004220;Review Document;2024-10-19 17:20:54;4220;9;Clerk
APP_000306;E_004221;Request Missing Documents;2024-10-19 17:36:12;4221;10;Clerk
APP_000332;E_004222;Receive Missing Documents;2024-10-19 17:47:50;4222;8;System
APP_000332;E_004223;Review Document;2024-10-19 18:09:03;4223;9;Clerk
APP_000332;E_004224;Request Missing Documents;2024-10-19 18:20:45;4224;10;Clerk
APP_000177;E_004225;Receive Missing Documents;2024-10-19 18:55:26;4225;11;System
APP_000161;E_004226;Receive Missing Documents;2024-10-19 18:58:12;4226;11;System
APP_000446;E_004227;Application started;2024-10-19 18:58:35;4227;1;System
APP_000446;E_004228;Send Application Mail;2024-10-19 19:00:58;4228;2;System
APP_000446;E_004229;Receive Application;2024-10-19 19:03:09;4229;3;System
APP_000447;E_004230;Application started;2024-10-19 19:10:31;4230;1;System
APP_000447;E_004231;Send Application Mail;2024-10-19 19:11:43;4231;2;System
APP_000447;E_004232;Receive Application;2024-10-19 19:16:11;4232;3;System
APP_000446;E_004233;Review Document;2024-10-19 19:17:11;4233;4;Clerk
APP_000177;E_004234;Review Document;2024-10-19 19:19:58;4234;12;Clerk
APP_000161;E_004235;Review Document;2024-10-19 19:25:39;4235;12;Clerk
APP_000446;E_004236;Request Missing Documents;2024-10-19 19:29:41;4236;5;Clerk
APP_000177;E_004237;Assess Application;2024-10-19 19:42:40;4237;13;Clerk
APP_000447;E_004238;Review Document;2024-10-19 19:45:56;4238;4;Clerk
APP_000433;E_004239;Receive Parent Data;2024-10-19 19:50:40;4239;3;System
APP_000433;E_004240;Send Application Mail;2024-10-19 19:53:32;4240;4;System
APP_000373;E_004241;Receive Parent Data;2024-10-19 19:55:18;4241;3;System
APP_000161;E_004242;Assess Application;2024-10-19 19:55:47;4242;13;Clerk
APP_000433;E_004243;Receive Application;2024-10-19 19:56:05;4243;5;System
APP_000373;E_004244;Send Application Mail;2024-10-19 19:58:13;4244;4;System
APP_000177;E_004245;Calculate Claim;2024-10-19 20:00:51;4245;14;Clerk
APP_000373;E_004246;Receive Application;2024-10-19 20:01:26;4246;5;System
APP_000161;E_004247;Send Rejection;2024-10-19 20:05:39;4247;14;Clerk
APP_000161;E_004248;Application handled;2024-10-19 20:05:39;4248;15;System
APP_000447;E_004249;Assess Application;2024-10-19 20:15:27;4249;5;Clerk
APP_000177;E_004250;Send Notification;2024-10-19 20:16:20;4250;15;Clerk
APP_000177;E_004251;Application handled;2024-10-19 20:16:20;4251;16;System
APP_000422;E_004252;Receive Parent Data;2024-10-19 20:17:07;4252;3;System
APP_000422;E_004253;Send Application Mail;2024-10-19 20:19:51;4253;4;System
APP_000373;E_004254;Assess Application;2024-10-19 20:20:45;4254;6;Clerk
APP_000433;E_004255;Review Document;2024-10-19 20:21:57;4255;6;Clerk
APP_000422;E_004256;Receive Application;2024-10-19 20:24:10;4256;5;System
APP_000373;E_004257;Send Rejection;2024-10-19 20:33:42;4257;7;Clerk
APP_000373;E_004258;Application handled;2024-10-19 20:33:42;4258;8;System
APP_000433;E_004259;Request Missing Documents;2024-10-19 20:35:28;4259;7;Clerk
APP_000447;E_004260;Calculate Claim;2024-10-19 20:38:40;4260;6;Clerk
APP_000422;E_004261;Review Document;2024-10-19 20:45:39;4261;6;Clerk
APP_000447;E_004262;Send Notification;2024-10-19 20:50:33;4262;7;Clerk
APP_000447;E_004263;Application handled;2024-10-19 20:50:33;4263;8;System
APP_000422;E_004264;Request Missing Documents;2024-10-19 20:58:59;4264;7;Clerk
APP_000185;E_004265;Receive Missing Documents;2024-10-19 21:26:07;4265;8;System
APP_000185;E_004266;Review Document;2024-10-19 21:38:26;4266;9;Clerk
APP_000185;E_004267;Request Missing Documents;2024-10-19 21:55:38;4267;10;Clerk
APP_000234;E_004268;Receive Missing Documents;2024-10-19 22:37:54;4268;11;System
APP_000328;E_004269;Receive Missing Documents;2024-10-19 22:51:23;4269;8;System
APP_000234;E_004270;Review Document;2024-10-19 23:07:16;4270;12;Clerk
APP_000369;E_004271;Receive Missing Documents;2024-10-19 23:17:05;4271;8;System
APP_000328;E_004272;Review Document;2024-10-19 23:25:41;4272;9;Clerk
APP_000234;E_004273;Assess Application;2024-10-19 23:34:58;4273;13;Clerk
APP_000369;E_004274;Review Document;2024-10-19 23:49:44;4274;9;Clerk
APP_000328;E_004275;Request Missing Documents;2024-10-19 23:49:45;4275;10;Clerk
APP_000234;E_004276;Calculate Claim;2024-10-20 00:02:07;4276;14;Clerk
APP_000443;E_004277;Receive Parent Data;2024-10-20 00:06:30;4277;3;System
APP_000443;E_004278;Send Application Mail;2024-10-20 00:07:52;4278;4;System
APP_000443;E_004279;Receive Application;2024-10-20 00:09:34;4279;5;System
APP_000369;E_004280;Assess Application;2024-10-20 00:16:28;4280;10;Clerk
APP_000234;E_004281;Send Notification;2024-10-20 00:17:15;4281;15;Clerk
APP_000234;E_004282;Application handled;2024-10-20 00:17:15;4282;16;System
APP_000369;E_004283;Calculate Claim;2024-10-20 00:34:31;4283;11;Clerk
APP_000448;E_004284;Application started;2024-10-20 00:40:15;4284;1;System
APP_000448;E_004285;Request Parent Data;2024-10-20 00:40:57;4285;2;System
APP_000369;E_004286;Send Notification;2024-10-20 00:42:28;4286;12;Clerk
APP_000369;E_004287;Application handled;2024-10-20 00:42:28;4287;13;System
APP_000443;E_004288;Review Document;2024-10-20 00:46:57;4288;6;Clerk
APP_000443;E_004289;Request Missing Documents;2024-10-20 00:58:11;4289;7;Clerk
APP_000280;E_004290;Receive Parent Data;2024-10-20 02:50:52;4290;3;System
APP_000280;E_004291;Send Application Mail;2024-10-20 02:52:22;4291;4;System
APP_000280;E_004292;Receive Application;2024-10-20 02:54:42;4292;5;System
APP_000281;E_004293;Receive Missing Documents;2024-10-20 03:08:24;4293;8;System
APP_000305;E_004294;Receive Parent Data;2024-10-20 03:12:24;4294;3;System
APP_000305;E_004295;Send Application Mail;2024-10-20 03:13:42;4295;4;System
APP_000305;E_004296;Receive Application;2024-10-20 03:15:19;4296;5;System
APP_000281;E_004297;Review Document;2024-10-20 03:18:42;4297;9;Clerk
APP_000280;E_004298;Review Document;2024-10-20 03:22:16;4298;6;Clerk
APP_000284;E_004299;Receive Missing Documents;2024-10-20 03:22:17;4299;9;System
APP_000280;E_004300;Request Missing Documents;2024-10-20 03:33:18;4300;7;Clerk
APP_000305;E_004301;Review Document;2024-10-20 03:44:42;4301;6;Clerk
APP_000284;E_004302;Review Document;2024-10-20 03:48:09;4302;10;Clerk
APP_000281;E_004303;Assess Application;2024-10-20 03:49:53;4303;10;Clerk
APP_000305;E_004304;Request Missing Documents;2024-10-20 04:04:39;4304;7;Clerk
APP_000281;E_004305;Calculate Claim;2024-10-20 04:14:14;4305;11;Clerk
APP_000284;E_004306;Assess Application;2024-10-20 04:21:21;4306;11;Clerk
APP_000281;E_004307;Send Notification;2024-10-20 04:25:46;4307;12;Clerk
APP_000281;E_004308;Application handled;2024-10-20 04:25:46;4308;13;System
APP_000444;E_004309;Receive Parent Data;2024-10-20 04:48:19;4309;3;System
